is_crop,latitude,longitude,subset
1.0,7.71957015,1.42279466,training
1.0,7.72068619,1.42389384,validation
1.0,7.71870851,1.42844139,training
1.0,7.71780346,1.42711912,validation
1.0,7.74095208,1.40375362,training
1.0,7.7402262,1.40514544,validation
1.0,7.74039953,1.40095396,training
1.0,7.74060247,1.39978807,training
1.0,7.73838113,1.3997672,training
1.0,7.75383861,1.38946602,training
1.0,7.75280097,1.38923159,training
1.0,7.81914123,1.31859381,training
1.0,7.81794875,1.32014975,training
1.0,7.81858451,1.31745759,validation
1.0,7.81952592,1.32010529,training
1.0,7.97092629,1.30971491,validation
1.0,7.9731901,1.3113793,training
1.0,7.97224967,1.31368884,training
1.0,7.97038531,1.31445783,training
1.0,8.01478282,1.25599325,training
1.0,8.01220783,1.25337978,training
1.0,8.01137459,1.2577496,validation
1.0,8.26569309,0.99398891,training
1.0,8.26624308,0.99208813,training
1.0,8.26718647,0.9954502,training
1.0,8.31205143,1.03802664,training
1.0,8.31176515,1.04067166,training
1.0,8.3131906,1.04152017,training
1.0,8.31156816,1.04214078,training
1.0,8.31569921,1.04562061,training
1.0,8.29183869,1.05542882,training
1.0,8.29481834,1.06444316,validation
1.0,8.29387969,1.0665347,training
1.0,8.29262046,1.06965084,training
1.0,8.27789088,1.42999677,training
1.0,8.27823851,1.43314332,validation
1.0,8.2889023,1.43766846,training
1.0,8.38369853,1.51115103,training
1.0,8.38521104,1.51055291,training
1.0,8.38151022,1.50846245,training
1.0,8.40477012,1.50712094,validation
1.0,8.41002799,1.49961425,training
1.0,8.4111555,1.49848347,training
1.0,8.41253518,1.49910275,training
1.0,8.56602838,1.51617686,training
1.0,8.56592955,1.51547504,validation
1.0,8.56487725,1.51304317,training
1.0,8.56725447,1.51199097,validation
1.0,8.5669247,1.51620592,training
1.0,8.56797026,1.55157327,training
1.0,8.56868147,1.55055728,training
1.0,8.56565606,1.54554613,training
1.0,8.56464973,1.55027296,training
1.0,8.67764244,1.53514348,training
1.0,8.67732125,1.53553698,training
1.0,8.67851532,1.540898,training
1.0,8.68008598,1.53797051,training
1.0,8.67623461,1.53070344,validation
1.0,8.67566554,1.53116478,training
1.0,8.67405843,1.54809587,training
1.0,8.67870748,1.56167004,training
1.0,8.68066095,1.55971189,training
1.0,8.67691497,1.56742427,training
1.0,8.67595489,1.56695568,validation
1.0,8.67612684,1.56747346,training
1.0,9.00310391,1.43577697,training
1.0,9.00254958,1.43368815,training
1.0,9.00749443,1.43812472,validation
1.0,9.00620434,1.43765169,training
1.0,9.00754757,1.43461961,training
1.0,9.00916539,1.4503726,training
1.0,9.00768347,1.45149457,validation
1.0,9.00643406,1.44935017,training
1.0,9.01006777,1.44860884,training
1.0,9.0069043,1.4503624,training
1.0,9.00610807,1.45025198,training
1.0,9.0063891,1.44784269,training
1.0,9.07861284,1.50824442,training
1.0,9.07395685,1.5033865,validation
1.0,9.08419009,1.50706081,training
1.0,9.08038823,1.50489096,training
1.0,9.17547624,1.54685429,training
1.0,9.17389121,1.54648277,validation
1.0,9.17699156,1.54470687,validation
1.0,9.17384999,1.54196416,training
1.0,9.1762476,1.54565668,training
1.0,9.18066305,1.54746099,training
1.0,9.17914757,1.54913846,training
1.0,9.1541412,1.58154141,training
1.0,9.15333692,1.58167814,training
1.0,9.15252262,1.58175699,training
1.0,9.15340666,1.58318417,training
1.0,9.15405469,1.58211579,training
1.0,9.15735938,1.57356923,validation
1.0,9.15744623,1.57280479,training
1.0,9.6092479,1.34298873,training
1.0,9.60982725,1.34539933,training
1.0,9.60837272,1.34508779,training
1.0,9.6126049,1.32956192,training
1.0,9.61291057,1.33089375,training
1.0,9.65935213,1.35250715,training
1.0,9.65776878,1.35089399,training
1.0,9.6590119,1.35032315,training
1.0,9.6667102,1.36219457,training
1.0,9.66699099,1.36238192,validation
1.0,9.65353243,1.37599123,validation
1.0,9.68712614,1.35548901,training
1.0,9.68610509,1.35599745,training
1.0,9.68635062,1.35369455,training
1.0,9.75085753,1.36276686,training
1.0,9.75135318,1.3616745,training
1.0,9.75125162,1.36383428,training
1.0,9.78346349,1.36374506,training
1.0,9.78378114,1.36415014,training
1.0,9.78273573,1.36407232,training
1.0,9.78246809,1.36157145,training
1.0,9.78310795,1.3648509,training
1.0,9.79547741,1.35991191,training
1.0,9.79753325,1.35354647,validation
1.0,9.79829909,1.3540643,training
1.0,9.79824656,1.353378,training
1.0,9.79696621,1.35337061,training
1.0,9.86157508,1.3412383,training
1.0,9.86113118,1.34061257,training
1.0,9.85943649,1.34307176,training
1.0,9.85978853,1.34195116,training
1.0,9.85991793,1.34320327,training
1.0,9.91809737,1.36069136,validation
1.0,9.91876138,1.3610526,validation
1.0,9.91999568,1.35593126,training
1.0,9.92344674,1.37138382,training
1.0,9.9250348,1.37252043,training
1.0,9.93911859,1.36336019,validation
1.0,9.99842608,1.28791964,training
1.0,9.99955838,1.28482057,validation
1.0,9.99934729,1.28524247,training
1.0,9.99954327,1.28587173,training
1.0,10.00023645,1.28346731,training
1.0,10.01857103,1.1197331,validation
1.0,10.0158419,1.13643064,training
1.0,10.01528268,1.13543518,training
1.0,10.0155308,1.13883686,training
1.0,10.01704144,1.14941153,training
1.0,10.01890744,1.14647241,training
1.0,10.01531979,1.14836095,training
1.0,10.03372908,1.17306985,training
1.0,10.12394003,1.13300896,training
1.0,10.12486752,1.13350314,training
1.0,10.12261512,1.13394979,training
1.0,10.12259032,1.13124151,training
1.0,10.12342558,1.13592842,validation
1.0,10.12380765,1.13562109,validation
1.0,10.13875981,1.1519781,training
1.0,10.14010075,1.15897921,training
1.0,10.13936484,1.15695014,training
1.0,10.17435906,1.08888714,training
1.0,10.1828729,1.07982056,training
1.0,10.18245476,1.0760497,training
1.0,10.19333556,1.07387695,training
1.0,10.19362216,1.07736582,validation
1.0,10.21106871,1.05314261,training
1.0,10.21020349,1.05299224,validation
1.0,10.24214208,1.00056666,validation
1.0,10.24728688,1.00133659,training
1.0,10.24816782,0.99748485,training
1.0,10.17506688,0.87458636,training
1.0,10.1767819,0.87791688,training
1.0,10.1733679,0.87271728,training
1.0,10.17602632,0.87479473,training
1.0,10.17576339,0.87441665,validation
1.0,10.17688392,0.87605034,training
1.0,10.74230557,-0.01058156,training
1.0,10.74166006,-0.01140465,training
1.0,10.74146606,-0.00970698,validation
1.0,10.74030254,-0.01113541,training
1.0,10.74162857,-0.01163547,training
1.0,10.74063157,-0.00941937,training
1.0,10.7408698,-0.00868713,training
1.0,10.74053425,-0.00801895,training
1.0,10.74014289,-0.00802634,training
1.0,10.74073079,-0.00909648,training
1.0,10.74108282,-0.00927708,training
1.0,10.73933141,-0.01079828,training
1.0,10.73879943,-0.01000339,training
1.0,10.73899836,-0.01025549,training
1.0,10.73799015,-0.01013,training
1.0,6.70245354,0.86459105,training
1.0,6.70492787,0.82172203,training
1.0,9.43830342,1.14474111,training
1.0,9.49297891,1.21610334,training
1.0,10.82533447,0.2190772,training
1.0,10.79920789,0.68986614,training
1.0,6.36637593,1.10425587,training
1.0,6.36021132,1.10775624,training
1.0,6.31009188,1.64714865,training
1.0,6.3232889,1.6875481,training
1.0,6.33088912,1.68278882,training
1.0,6.221355,1.54310013,training
1.0,6.22023255,1.53933769,training
1.0,6.21947519,1.53494818,validation
1.0,6.22040681,1.53686519,training
1.0,6.30383313,1.5976422,training
1.0,6.30287147,1.64141217,training
1.0,6.27905745,1.71784369,training
1.0,6.2806658,1.71901161,training
1.0,6.27749595,1.71959878,validation
1.0,6.27443143,1.72520953,training
1.0,6.2796503,1.7385848,training
1.0,6.2806176,1.73649869,training
1.0,6.29002815,1.74478383,training
1.0,6.30834785,1.71727652,training
1.0,6.30979327,1.71885769,validation
1.0,6.45626712,0.8252994,training
1.0,6.53689446,0.89394974,training
1.0,10.71969709,0.1230573,validation
1.0,10.1926499,0.89937329,training
1.0,10.18934522,0.89597399,training
1.0,10.19439917,0.89670297,training
1.0,6.57145672,1.24511784,training
1.0,6.46838728,1.2727467,validation
1.0,6.45789571,1.27150562,validation
1.0,6.45892392,1.26883727,training
1.0,6.44996864,1.27137446,training
1.0,6.43781359,1.26936514,training
1.0,6.43343715,1.42689215,training
1.0,6.43245638,1.43516995,training
1.0,6.43027217,1.4538264,training
1.0,6.36769791,1.51176134,training
1.0,6.37142267,1.51996787,training
1.0,6.36933053,1.52417204,training
1.0,6.38137499,1.52388329,validation
1.0,6.5825397,1.16640727,training
1.0,6.58525268,1.15894998,training
1.0,6.59132277,1.16454102,training
1.0,6.60069741,1.1700071,training
1.0,6.58594934,1.17562994,training
1.0,6.50066475,1.13438914,training
1.0,6.50225703,1.12816745,validation
1.0,6.49951448,1.12795779,validation
1.0,6.49798754,1.12616991,training
1.0,6.48814626,1.12578296,validation
1.0,6.48867465,1.11563552,training
1.0,6.4986688,1.11359224,training
1.0,6.51027067,1.14848523,training
1.0,6.50715761,1.14530601,training
1.0,6.5078177,1.14081911,training
1.0,6.36134132,1.06984076,training
1.0,6.29708223,1.03783042,training
1.0,6.29797067,1.03612475,validation
1.0,6.29830792,1.03972896,training
1.0,6.29550724,1.03314689,training
1.0,6.2900957,1.02586863,training
1.0,6.28451463,1.02349336,training
1.0,6.27639267,1.01911543,validation
1.0,6.21962165,1.07359924,training
1.0,6.22159643,1.07328928,training
1.0,6.22816239,1.06272551,training
1.0,6.24135873,1.04130809,training
1.0,6.24069728,1.04214588,training
1.0,6.24245928,1.03974891,validation
1.0,6.32150378,1.01795175,training
1.0,6.3373094,0.9209664,validation
1.0,6.33830564,0.89486593,training
1.0,6.33632731,0.89426334,training
1.0,7.03399644,0.94322483,training
1.0,8.33483342,0.98663649,training
1.0,9.91197947,0.70896005,validation
1.0,9.91375428,0.7095771,training
1.0,9.91364732,0.71073995,validation
1.0,9.91264487,0.70803109,training
1.0,9.937365,0.71803272,training
1.0,9.93803137,0.72223235,training
1.0,9.93561003,0.72365613,training
1.0,9.93482812,0.71849156,validation
1.0,9.94714997,0.70080489,validation
1.0,9.94609501,0.70137438,validation
1.0,9.94898324,0.70147159,training
1.0,9.95054161,0.70070442,training
1.0,9.97309814,0.68594796,training
1.0,9.97300974,0.68536263,training
1.0,9.98080544,0.68276058,training
1.0,9.97219488,0.69147545,training
1.0,9.97526837,0.68584319,training
1.0,9.97562442,0.70333898,training
1.0,9.97398334,0.70574419,training
1.0,9.97572141,0.70648445,validation
1.0,9.97719041,0.70100556,training
1.0,10.53897618,0.50954033,training
1.0,10.54445402,0.50719411,training
1.0,10.55396059,0.49237372,validation
1.0,10.53785031,0.48972699,training
1.0,10.53889961,0.50555258,training
1.0,10.80287814,0.16298222,validation
1.0,10.80314834,0.16364287,training
1.0,10.8062274,0.1636715,training
1.0,10.82123377,0.17064917,validation
1.0,10.87424402,-0.00582542,validation
1.0,10.87798221,-0.00513126,training
1.0,10.88678226,-0.00923161,training
1.0,10.88729848,-0.00955696,training
1.0,10.89411428,-0.01234147,training
1.0,10.89454549,-0.0122021,validation
1.0,11.00395951,0.05611753,training
1.0,11.02365109,0.04654531,training
1.0,11.05682889,0.19537836,validation
1.0,11.05691579,0.19457593,training
1.0,11.0561656,0.19553342,training
1.0,11.05726404,0.21971745,training
1.0,11.05656225,0.21968569,validation
1.0,11.05635244,0.22051608,training
1.0,11.05583232,0.21934511,training
1.0,10.94605992,0.32358869,training
1.0,10.94738913,0.32265911,validation
1.0,10.94709124,0.32391664,training
1.0,10.94399457,0.32652735,training
1.0,10.94343995,0.32564935,training
1.0,10.94275944,0.32466246,training
1.0,10.94327186,0.34439396,training
1.0,10.94372687,0.34466069,training
1.0,10.94384249,0.34328951,training
1.0,8.85499712,0.52866105,training
1.0,9.01766127,0.46707104,training
1.0,9.01795067,0.46159346,training
1.0,9.01389713,0.46524995,training
1.0,9.05852569,0.45550212,training
1.0,9.05831715,0.45604802,training
1.0,7.19158145,1.63444755,validation
1.0,7.19566096,1.63163018,training
1.0,7.19270423,1.63963484,training
1.0,7.203346,1.64616948,training
1.0,7.20727509,1.64836652,training
1.0,7.26571629,1.60640961,training
1.0,7.26482605,1.60689572,training
1.0,7.26500391,1.60724898,training
1.0,7.26404585,1.60537241,training
1.0,7.495665,1.42568829,training
1.0,7.49330106,1.42577995,training
1.0,7.49331671,1.4197493,training
1.0,7.49385594,1.41915326,validation
1.0,7.49392043,1.41985093,validation
1.0,7.49672273,1.42110294,training
1.0,7.49527722,1.42300909,validation
1.0,7.49912273,1.41731815,training
1.0,7.50070317,1.42294043,training
1.0,7.52469926,1.4076633,training
1.0,7.50204965,1.39390808,training
1.0,7.50217631,1.39060482,training
1.0,7.45425225,1.20821696,training
1.0,7.45565836,1.21438439,training
1.0,7.45329534,1.21569703,training
1.0,7.45438118,1.21411673,validation
1.0,7.47542083,1.21188905,training
1.0,7.47512766,1.21123379,validation
1.0,7.4761994,1.21016741,training
1.0,7.48530016,1.1771668,training
1.0,7.48372867,1.17680248,validation
1.0,7.48333613,1.17915935,training
1.0,7.48382529,1.17799031,training
1.0,7.50344873,1.15867105,training
1.0,7.52982604,1.10925657,training
1.0,7.52876167,1.10578203,training
1.0,7.52998174,1.11186289,validation
1.0,8.02212069,1.26120679,training
1.0,8.02382888,1.26020849,training
1.0,8.02519352,1.25712672,training
1.0,7.9992062,1.23861516,validation
1.0,8.00096955,1.24004138,training
1.0,8.00053129,1.23996847,training
1.0,8.00238522,1.23830478,training
1.0,8.00074714,1.23811554,validation
1.0,7.99022996,1.23288748,training
1.0,7.98949965,1.2363883,training
1.0,7.98617831,1.227934,training
1.0,7.98613428,1.23050504,training
1.0,7.9853471,1.23231199,training
1.0,7.98351294,1.23402044,training
1.0,7.98160031,1.22180371,validation
1.0,7.98519883,1.21680309,training
1.0,8.37211355,1.01720449,training
1.0,8.49913414,0.89213214,training
1.0,8.49924463,0.89356334,training
1.0,8.50113936,0.89276836,validation
1.0,8.72790848,1.24601715,training
1.0,8.72751199,1.24932953,training
1.0,8.72901029,1.25055312,validation
1.0,8.72809739,1.24468328,training
1.0,8.7443414,1.25525917,training
1.0,8.74305489,1.25582712,validation
1.0,8.74339741,1.25538208,training
1.0,8.74532822,1.25246165,training
1.0,8.85135168,1.36118154,training
1.0,8.85146965,1.3606704,training
1.0,8.84529246,1.36358132,training
1.0,8.84646804,1.36327495,training
1.0,8.84705382,1.36357799,training
1.0,10.26517642,0.72417314,validation
1.0,10.2668139,0.72360865,training
1.0,10.26765627,0.72547529,training
1.0,10.2655598,0.7285461,training
1.0,10.26649739,0.72738561,training
1.0,10.30176085,0.76031655,training
1.0,10.3019666,0.75898345,training
1.0,10.30045648,0.75895169,training
1.0,10.29983549,0.75997169,validation
1.0,10.30574311,0.7542521,validation
1.0,10.30969962,0.75060475,training
1.0,10.60230996,0.76797572,training
1.0,10.60106543,0.76883141,training
1.0,10.60195013,0.77085605,training
1.0,10.60382934,0.77314541,training
1.0,10.95307153,0.31550197,training
1.0,10.95345275,0.31670554,training
1.0,10.95330325,0.31319906,validation
1.0,10.7362048,-0.02178739,validation
1.0,10.74228627,-0.09645135,training
1.0,10.74041101,-0.09576406,training
1.0,10.74038893,-0.09387055,training
1.0,10.74146121,-0.09305621,validation
1.0,10.75578145,-0.08928452,validation
1.0,10.75706767,-0.0885187,training
1.0,10.75443584,-0.09077898,training
1.0,10.67433611,-0.0188681,validation
1.0,10.67369299,-0.01776744,training
1.0,10.67292221,-0.01829715,validation
1.0,10.65371605,-0.04505475,training
1.0,10.6535012,-0.04296887,training
1.0,10.64847212,-0.0477769,validation
1.0,10.64557228,-0.0469495,training
1.0,10.41114559,0.21916764,training
1.0,10.41247329,0.22204757,training
1.0,10.40905915,0.21857461,training
1.0,10.40535745,0.22183615,validation
1.0,7.4551397,0.71030008,training
1.0,7.45236605,0.70191509,training
1.0,7.44981876,0.70175964,training
1.0,7.44455368,0.71339739,training
1.0,7.4498866,0.68667376,training
1.0,7.16340306,0.71662985,training
1.0,7.16275254,0.72082858,validation
1.0,7.16516456,0.71943109,validation
1.0,7.16374879,0.71976321,training
1.0,7.16637172,0.71531218,training
1.0,7.16163599,0.71283265,training
1.0,7.16324018,0.70676459,training
1.0,6.37121567,1.68880218,training
1.0,6.37140904,1.68915888,validation
1.0,6.78598019,1.39352503,training
1.0,6.78694747,1.39426304,training
1.0,9.78031419,0.77108167,training
1.0,9.77936664,0.77111843,training
1.0,9.780541,0.77225721,training
1.0,9.78151984,0.7683276,training
1.0,9.78004191,0.76726837,training
1.0,9.77576674,0.76495344,training
1.0,9.77602428,0.7672126,training
1.0,9.78686677,0.73819736,training
1.0,9.7801187,0.74347403,training
1.0,9.77973227,0.74355482,training
1.0,9.77471504,0.74600545,training
1.0,9.77576634,0.74455859,training
1.0,9.77358607,0.74435146,validation
1.0,9.89489256,0.80137794,training
1.0,9.89153348,0.79972794,training
1.0,9.89425034,0.79665438,training
1.0,9.90158041,1.11262075,training
1.0,9.90323494,1.11285397,training
1.0,9.90662475,1.11428793,training
1.0,9.90603014,1.11345943,validation
1.0,9.90847169,1.11514888,training
1.0,9.90753964,1.11431133,training
1.0,9.91114227,1.1167659,training
1.0,9.90452454,1.12140174,training
1.0,9.90446786,1.11978529,training
1.0,9.91227276,1.14511092,validation
1.0,9.90779584,1.14304747,training
1.0,9.91103771,1.15073875,training
1.0,9.90243119,1.13974943,validation
1.0,9.90213208,1.14359365,validation
1.0,9.95419058,1.11934111,validation
1.0,9.9506511,1.12164301,training
1.0,9.95068588,1.11923552,validation
1.0,9.98096974,1.15381696,training
1.0,9.97892329,1.15494165,training
1.0,10.84643521,0.00321379,training
1.0,10.84586715,0.0030299,training
1.0,10.84471688,0.00168098,training
1.0,10.85130281,0.00338275,training
1.0,10.85039122,0.0008667,training
1.0,10.87629706,-0.05006702,training
1.0,10.8751411,-0.04982513,training
1.0,10.87137785,-0.04852175,training
1.0,10.89312077,-0.0516425,training
1.0,10.89354838,-0.05116034,training
1.0,10.89274729,-0.05120204,validation
1.0,10.89288919,-0.04741046,validation
1.0,10.88872955,-0.04565404,training
1.0,10.89431477,-0.04382398,training
1.0,10.8947143,-0.04459652,training
1.0,10.8976747,0.00144489,training
1.0,10.89817122,0.00343386,training
1.0,10.88968898,0.00928065,training
1.0,10.88867736,0.00817253,training
1.0,10.89016635,0.01156749,training
1.0,10.89468852,0.01073456,training
1.0,7.13007566,1.62675307,training
1.0,7.12469188,1.60109706,validation
1.0,7.12128448,1.60932452,validation
1.0,7.12687334,1.60316517,training
1.0,7.12512649,1.60436435,training
1.0,7.1212306,1.6040094,training
1.0,7.15450232,1.62079973,validation
1.0,7.15528721,1.62225505,training
1.0,7.15578789,1.62275273,training
1.0,7.15550045,1.61965231,training
1.0,7.15320533,1.62604396,training
1.0,7.14948809,1.62140483,training
1.0,7.14547772,1.63220439,training
1.0,7.14265205,1.61747072,training
1.0,7.16173003,1.61961808,validation
1.0,7.16018698,1.61404643,validation
1.0,7.16023599,1.61527042,training
1.0,7.15883086,1.61649707,training
1.0,7.15803554,1.61908306,training
1.0,7.16869814,1.60813189,training
1.0,7.17204384,1.61519506,training
1.0,7.17438505,1.63217577,training
1.0,7.16495934,1.62439639,training
1.0,7.17788755,1.61751122,training
1.0,7.16163639,1.60331611,training
1.0,7.24060966,1.61539681,training
1.0,7.24336147,1.61073452,training
1.0,7.24669618,1.6172978,training
1.0,7.23841946,1.61441485,validation
1.0,7.2449502,1.62099982,training
1.0,7.24529324,1.62214378,training
1.0,7.24616522,1.61811878,validation
1.0,7.24063807,1.62319642,training
1.0,7.23660335,1.61954824,training
1.0,7.2492718,1.598104,validation
1.0,7.24734677,1.59756862,training
1.0,7.24862351,1.60278359,training
1.0,7.24728701,1.60414141,validation
1.0,7.24723846,1.58175007,training
1.0,7.25056519,1.58255535,training
1.0,7.24632387,1.58060703,validation
1.0,7.24654574,1.58246341,training
1.0,7.2638365,1.55699484,training
1.0,7.26511065,1.55192839,validation
1.0,7.26801208,1.55824285,validation
1.0,7.29281864,1.52314565,training
1.0,7.28017824,1.51465839,training
1.0,7.27190099,1.50726077,training
1.0,10.81450532,0.69405438,training
1.0,10.81490624,0.70342515,training
1.0,10.82365786,0.69630896,training
1.0,10.8202424,0.69312857,training
1.0,10.81591939,0.69423821,training
1.0,10.8187527,0.69977324,training
1.0,10.80999664,0.69195684,validation
1.0,10.80897923,0.69596099,validation
1.0,10.81620093,0.70481311,training
1.0,10.81676509,0.68495511,training
1.0,10.81427074,0.70927678,training
1.0,10.82072925,0.70630544,training
1.0,10.82258068,0.70624519,training
1.0,10.82315731,0.70609541,training
1.0,10.81874432,0.69574412,training
1.0,10.82213567,0.69559066,training
1.0,10.8356877,0.69652271,training
1.0,10.83255352,0.6941697,training
1.0,10.83682019,0.70143528,training
1.0,10.83888968,0.70136022,training
1.0,10.83273874,0.70251315,training
1.0,10.82923154,0.705497,training
1.0,10.83622511,0.70493414,training
1.0,10.83126557,0.69877965,validation
1.0,10.83317181,0.69844451,training
1.0,10.83065874,0.69572491,training
1.0,10.82983876,0.69685966,training
1.0,10.83346637,0.70064304,training
1.0,10.83918546,0.70823462,training
1.0,10.83726744,0.70649796,training
1.0,10.83984223,0.66798188,training
1.0,10.8403256,0.66366584,training
1.0,10.84597074,0.66535257,training
1.0,10.84126692,0.65705249,training
1.0,10.84438534,0.65816389,training
1.0,10.85219032,0.65990347,validation
1.0,10.84208576,0.64675265,training
1.0,10.83892044,0.64997661,training
0.0,10.87738934,-0.00749523,training
0.0,10.87840903,-0.00512438,validation
0.0,10.88720725,-0.0100939,training
0.0,10.89114317,-0.01329505,training
0.0,10.89341915,-0.01648784,validation
0.0,10.89310316,-0.01685269,training
0.0,11.09171797,0.11135047,training
0.0,11.09234853,0.12553529,training
0.0,11.06783763,0.16310433,training
0.0,11.05604483,0.21933831,validation
0.0,11.05815473,0.22257989,training
0.0,10.94899267,0.32338016,validation
0.0,10.94830372,0.32507661,training
0.0,10.94461622,0.33077585,training
0.0,10.94330727,0.3428267,training
0.0,10.9445956,0.34307882,validation
0.0,10.94863842,0.34658025,training
0.0,10.94773466,0.34728482,training
0.0,8.86639142,0.51873363,training
0.0,8.8703049,0.52491401,training
0.0,8.86808017,0.52426247,training
0.0,8.9405832,0.45575023,training
0.0,8.95520732,0.45033498,training
0.0,8.98684761,0.42598787,training
0.0,9.01362033,0.47066082,validation
0.0,9.01472279,0.46966629,training
0.0,9.02154221,0.47187487,training
0.0,9.01826508,0.4669038,training
0.0,9.01997719,0.46671137,training
0.0,9.04601901,0.45516965,validation
0.0,9.04630677,0.4602012,training
0.0,9.04083748,0.45323553,validation
0.0,9.05819247,0.45644528,validation
0.0,9.05846551,0.45466189,training
0.0,9.05137603,0.50827677,validation
0.0,7.19090815,1.634332,training
0.0,7.18863345,1.63828768,validation
0.0,7.19340769,1.63751204,training
0.0,7.18998494,1.65411275,training
0.0,7.20657808,1.64785389,training
0.0,7.26882735,1.60579993,training
0.0,7.26560758,1.60695916,training
0.0,7.26396522,1.60654272,training
0.0,7.26620128,1.60270631,training
0.0,7.47723646,1.44151972,training
0.0,7.48118994,1.44216403,training
0.0,7.48112185,1.4391902,training
0.0,7.4924255,1.41933853,training
0.0,7.49200725,1.4206682,training
0.0,7.49635949,1.42297457,training
0.0,7.49485603,1.42276656,training
0.0,7.49744506,1.41900427,training
0.0,7.50260391,1.42556309,training
0.0,7.50187441,1.39537578,training
0.0,7.50145799,1.39493895,training
0.0,7.50357121,1.39319608,training
0.0,7.45463178,1.20839878,validation
0.0,7.45320251,1.20291586,training
0.0,7.45153084,1.20362392,training
0.0,7.45479677,1.2275355,training
0.0,7.48534018,1.17638339,training
0.0,7.48269343,1.17915772,training
0.0,7.48657426,1.17656016,training
0.0,7.50431204,1.15629641,training
0.0,7.50406155,1.15531364,training
0.0,7.51031665,1.15524269,training
0.0,7.5284665,1.14404955,training
0.0,7.5211669,1.11268399,training
0.0,7.52909568,1.10784139,training
0.0,7.53537523,1.1073938,training
0.0,7.53530368,1.10904706,validation
0.0,7.87207449,1.47432994,training
0.0,8.02230938,1.25897986,validation
0.0,8.00034211,1.24107715,training
0.0,8.00197736,1.23930573,training
0.0,7.98816748,1.2361462,training
