plotid,sampleid,lon,lat,email,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,pl_sampleid,Do you see *active* cropland at this point in 2020? ,Do you see *active* cropland at this point in 2021?
54,54,36.69875289055307,13.388480445883097,izvonkov@umd.edu,false,2023-10-18 19:57,94.8 secs,Planet Monthly Mosaics,,POINT(36.69875289055307 13.388480445883097),54,Non-crop,Non-crop
55,55,39.58769345186107,12.791284615685026,izvonkov@umd.edu,false,2023-10-18 19:59,122.8 secs,Planet Monthly Mosaics,,POINT(39.58769345186107 12.791284615685026),55,Non-crop,Non-crop
56,56,37.77035417215793,14.548564939555547,hkerner@umd.edu,false,2023-10-21 02:52,75.7 secs,Planet Monthly Mosaics,,POINT(37.77035417215793 14.548564939555547),56,Non-crop,Non-crop
57,57,36.99088895502069,13.635996267174724,hkerner@umd.edu,false,2023-10-21 02:55,206.2 secs,Planet Monthly Mosaics,,POINT(36.99088895502069 13.635996267174724),57,Non-crop,Non-crop
58,58,36.649486677280365,13.479305826132517,hkerner@umd.edu,false,2023-10-21 02:56,54.6 secs,Planet Monthly Mosaics,,POINT(36.649486677280365 13.479305826132517),58,Non-crop,Non-crop
59,59,39.23162028143691,13.643836754302818,hkerner@umd.edu,false,2023-10-21 03:00,195.5 secs,Planet Monthly Mosaics,,POINT(39.23162028143691 13.643836754302818),59,Non-crop,Crop
60,60,36.78636036610527,13.411044752610467,hkerner@umd.edu,false,2023-10-21 03:03,189.3 secs,Planet Monthly Mosaics,,POINT(36.78636036610527 13.411044752610467),60,Non-crop,Non-crop
61,61,39.43179645803876,13.010346241770872,hkerner@umd.edu,false,2023-10-21 03:06,187.1 secs,Planet Monthly Mosaics,,POINT(39.43179645803876 13.010346241770872),61,Non-crop,Non-crop
62,62,37.934272056459236,14.07607763149895,hkerner@umd.edu,false,2023-10-21 03:08,124.0 secs,Planet Monthly Mosaics,,POINT(37.934272056459236 14.07607763149895),62,Non-crop,Non-crop
63,63,39.69458564448864,12.85871483930397,hkerner@umd.edu,false,2023-10-21 03:10,116.2 secs,Planet Monthly Mosaics,,POINT(39.69458564448864 12.85871483930397),63,Non-crop,Crop
64,64,39.61895691438081,12.839500590603542,hkerner@umd.edu,false,2023-10-21 03:11,87.9 secs,Planet Monthly Mosaics,,POINT(39.61895691438081 12.839500590603542),64,Non-crop,Non-crop
65,65,38.11496974898015,13.642456510320164,hkerner@umd.edu,false,2023-10-21 03:15,205.8 secs,Planet Monthly Mosaics,,POINT(38.11496974898015 13.642456510320164),65,Non-crop,Crop
66,66,37.5465565867878,13.544031416331615,hkerner@umd.edu,false,2023-10-21 03:16,89.0 secs,Planet Monthly Mosaics,,POINT(37.5465565867878 13.544031416331615),66,Non-crop,Non-crop
67,67,36.59014465484808,13.569044253128215,hkerner@umd.edu,false,2023-10-21 03:17,65.5 secs,Planet Monthly Mosaics,,POINT(36.59014465484808 13.569044253128215),67,Non-crop,Non-crop
68,68,38.18061942136189,13.858312360318921,hkerner@umd.edu,false,2023-10-21 17:56,165.3 secs,Planet Monthly Mosaics,,POINT(38.18061942136189 13.858312360318921),68,Crop,Crop
69,69,36.655754601737556,13.411546841565832,hkerner@umd.edu,false,2023-10-21 17:57,39.4 secs,Planet Monthly Mosaics,,POINT(36.655754601737556 13.411546841565832),69,Non-crop,Non-crop
70,70,37.71404193969722,14.10627217125051,hkerner@umd.edu,false,2023-10-21 17:58,27.4 secs,Planet Monthly Mosaics,,POINT(37.71404193969722 14.10627217125051),70,Non-crop,Non-crop
71,71,39.19226985144315,13.827004042053598,hkerner@umd.edu,false,2023-10-21 18:01,205.7 secs,Planet Monthly Mosaics,,POINT(39.19226985144315 13.827004042053598),71,Non-crop,Non-crop
72,72,37.15237096907431,13.987849439468828,hkerner@umd.edu,false,2023-10-21 18:02,47.7 secs,Planet Monthly Mosaics,,POINT(37.15237096907431 13.987849439468828),72,Non-crop,Non-crop
73,73,37.82709684910636,14.323248581828455,hkerner@umd.edu,false,2023-10-21 18:03,99.4 secs,Planet Monthly Mosaics,,POINT(37.82709684910636 14.323248581828455),73,Crop,Crop
74,74,37.96038602204188,13.776774653593007,hkerner@umd.edu,false,2023-10-21 18:04,26.6 secs,Planet Monthly Mosaics,,POINT(37.96038602204188 13.776774653593007),74,Non-crop,Non-crop
75,75,39.41869833041944,12.518793735037454,hkerner@umd.edu,false,2023-10-21 18:06,115.2 secs,Planet Monthly Mosaics,,POINT(39.41869833041944 12.518793735037454),75,Crop,Non-crop
76,76,39.59473655657997,13.901131901214038,hkerner@umd.edu,false,2023-10-21 18:09,210.7 secs,Planet Monthly Mosaics,,POINT(39.59473655657997 13.901131901214038),76,Non-crop,Crop
77,77,37.25204690778456,13.854063461905286,hkerner@umd.edu,false,2023-10-21 18:11,94.2 secs,Google Satellite Layer,,POINT(37.25204690778456 13.854063461905286),77,Non-crop,Non-crop
78,78,37.628441210056366,13.972318111343968,hkerner@umd.edu,false,2023-10-21 18:14,169.3 secs,Planet Monthly Mosaics,,POINT(37.628441210056366 13.972318111343968),78,Non-crop,Non-crop
79,79,38.14910463722211,14.481505924130627,hkerner@umd.edu,false,2023-10-22 23:58,107080.7 secs,Planet Monthly Mosaics,,POINT(38.14910463722211 14.481505924130627),79,Crop,Crop
80,80,38.67649976226578,13.871076084065638,hkerner@umd.edu,false,2023-10-23 00:01,181.4 secs,Planet Monthly Mosaics,,POINT(38.67649976226578 13.871076084065638),80,Non-crop,Non-crop
81,81,36.78697790523098,13.63807055609338,hkerner@umd.edu,false,2023-10-23 00:02,43.3 secs,Planet Monthly Mosaics,,POINT(36.78697790523098 13.63807055609338),81,Non-crop,Non-crop
82,82,39.63021378207558,12.384590654496785,hkerner@umd.edu,false,2023-10-23 00:04,114.2 secs,Planet Monthly Mosaics,,POINT(39.63021378207558 12.384590654496785),82,Non-crop,Non-crop
83,83,38.1524802677681,13.916862817242642,hkerner@umd.edu,false,2023-10-23 00:05,38.7 secs,Planet Monthly Mosaics,,POINT(38.1524802677681 13.916862817242642),83,Non-crop,Non-crop
84,84,37.32942845515995,14.270054800570044,hkerner@umd.edu,false,2023-10-23 00:06,70.3 secs,Planet Monthly Mosaics,,POINT(37.32942845515995 14.270054800570044),84,Non-crop,Non-crop
85,85,37.944992424162244,13.834112452404826,hkerner@umd.edu,false,2023-10-23 00:08,116.9 secs,Google Satellite Layer,,POINT(37.944992424162244 13.834112452404826),85,Non-crop,Non-crop
86,86,39.50974820741345,14.020217969146481,hkerner@umd.edu,false,2023-10-23 00:12,218.2 secs,Planet Monthly Mosaics,,POINT(39.50974820741345 14.020217969146481),86,Crop,Crop
87,87,37.35932003466349,13.704951350798778,hkerner@umd.edu,false,2023-10-23 00:16,267.3 secs,Planet Monthly Mosaics,,POINT(37.35932003466349 13.704951350798778),87,Non-crop,Non-crop
88,88,38.87501590125716,14.185422787158322,hkerner@umd.edu,false,2023-10-23 00:18,84.6 secs,Sentinel-2,,POINT(38.87501590125716 14.185422787158322),88,Non-crop,Non-crop
89,89,36.763771172373225,13.717990756822337,hkerner@umd.edu,false,2023-10-23 00:19,67.5 secs,Planet Monthly Mosaics,,POINT(36.763771172373225 13.717990756822337),89,Non-crop,Non-crop
90,90,39.78847992114134,13.829710357726936,hkerner@umd.edu,false,2023-10-23 00:19,20.1 secs,Planet Monthly Mosaics,,POINT(39.78847992114134 13.829710357726936),90,Non-crop,Non-crop
91,91,37.231928178937146,14.020412255894426,hkerner@umd.edu,false,2023-10-23 00:20,34.1 secs,Google Satellite Layer,,POINT(37.231928178937146 14.020412255894426),91,Non-crop,Non-crop
92,92,39.35393717765451,12.967668883554108,hkerner@umd.edu,false,2023-10-23 00:22,118.0 secs,Planet Monthly Mosaics,,POINT(39.35393717765451 12.967668883554108),92,Non-crop,Non-crop
93,93,39.27970766582727,14.157030292370878,hkerner@umd.edu,false,2023-10-23 00:24,167.1 secs,Sentinel-2,,POINT(39.27970766582727 14.157030292370878),93,Crop,Crop
94,94,38.06924388861718,14.59866447410937,hkerner@umd.edu,false,2023-10-23 00:27,172.2 secs,Planet Monthly Mosaics,,POINT(38.06924388861718 14.59866447410937),94,Non-crop,Non-crop
95,95,38.98444938108926,14.024474932360226,hkerner@umd.edu,false,2023-10-23 00:33,336.5 secs,Planet Monthly Mosaics,,POINT(38.98444938108926 14.024474932360226),95,Non-crop,Non-crop
96,96,39.158078085801236,13.67605606024198,hkerner@umd.edu,false,2023-10-23 00:39,334.8 secs,Planet Monthly Mosaics,,POINT(39.158078085801236 13.67605606024198),96,Crop,Crop
97,97,37.12685421824911,14.313179268870995,hkerner@umd.edu,false,2023-10-23 00:40,73.8 secs,Planet Monthly Mosaics,,POINT(37.12685421824911 14.313179268870995),97,Non-crop,Non-crop
98,98,38.775565915258994,13.828660087844636,hkerner@umd.edu,false,2023-10-23 00:42,107.6 secs,Planet Monthly Mosaics,,POINT(38.775565915258994 13.828660087844636),98,Non-crop,Non-crop
99,99,36.57447763898356,13.632367812230132,hkerner@umd.edu,false,2023-10-23 00:48,362.8 secs,Planet Monthly Mosaics,,POINT(36.57447763898356 13.632367812230132),99,Non-crop,Crop
100,100,37.47289270400857,14.366315773819618,hkerner@umd.edu,false,2023-10-23 00:53,316.6 secs,Planet Monthly Mosaics,,POINT(37.47289270400857 14.366315773819618),100,Non-crop,Non-crop
101,101,39.594251875558875,13.381608229037647,hkerner@umd.edu,false,2023-10-23 15:31,52650.7 secs,Planet Monthly Mosaics,,POINT(39.594251875558875 13.381608229037647),101,Non-crop,Non-crop
102,102,39.61884259543298,13.722643503807259,hkerner@umd.edu,false,2023-10-23 15:33,121.2 secs,Planet Monthly Mosaics,,POINT(39.61884259543298 13.722643503807259),102,Non-crop,Non-crop
103,103,38.29420309601208,14.16439464513106,hkerner@umd.edu,false,2023-10-23 15:34,87.3 secs,Planet Monthly Mosaics,,POINT(38.29420309601208 14.16439464513106),103,Non-crop,Non-crop
104,104,39.19195548697246,13.43796376164347,hkerner@umd.edu,false,2023-10-23 15:36,123.3 secs,Planet Monthly Mosaics,,POINT(39.19195548697246 13.43796376164347),104,Non-crop,Crop
105,105,38.29571417041394,13.937517506559669,hkerner@umd.edu,false,2023-10-23 15:37,67.8 secs,Planet Monthly Mosaics,,POINT(38.29571417041394 13.937517506559669),105,Non-crop,Non-crop
106,106,36.82117492537945,13.93374810248593,hkerner@umd.edu,false,2023-10-23 15:38,57.3 secs,Google Satellite Layer,,POINT(36.82117492537945 13.93374810248593),106,Non-crop,Non-crop
107,107,38.96812316109448,13.293525280953729,hkerner@umd.edu,false,2023-10-23 15:40,111.7 secs,Planet Monthly Mosaics,,POINT(38.96812316109448 13.293525280953729),107,Crop,Crop
108,108,37.38622754843335,13.382294024877458,hkerner@umd.edu,false,2023-10-23 15:41,53.0 secs,Planet Monthly Mosaics,,POINT(37.38622754843335 13.382294024877458),108,Non-crop,Non-crop
109,109,39.71001240533507,12.724356537470866,hkerner@umd.edu,false,2023-10-23 15:45,211.8 secs,Planet Monthly Mosaics,,POINT(39.71001240533507 12.724356537470866),109,Non-crop,Crop
110,110,36.728886205455225,14.30085518338812,hkerner@umd.edu,false,2023-10-23 15:46,57.7 secs,Planet Monthly Mosaics,,POINT(36.728886205455225 14.30085518338812),110,Non-crop,Non-crop
111,111,37.3164660036632,14.007907413669205,hkerner@umd.edu,false,2023-10-23 15:47,58.0 secs,Google Satellite Layer,,POINT(37.3164660036632 14.007907413669205),111,Non-crop,Non-crop
112,112,39.174666516297506,13.808057173641393,hkerner@umd.edu,false,2023-10-23 15:48,79.6 secs,Planet Monthly Mosaics,,POINT(39.174666516297506 13.808057173641393),112,Crop,Crop
113,113,39.36015022815768,13.140612301095645,hkerner@umd.edu,false,2023-10-23 15:50,101.2 secs,Planet Monthly Mosaics,,POINT(39.36015022815768 13.140612301095645),113,Non-crop,Non-crop
114,114,37.903694636412176,14.395010292286162,hkerner@umd.edu,false,2023-10-23 15:51,84.0 secs,Planet Monthly Mosaics,,POINT(37.903694636412176 14.395010292286162),114,Crop,Non-crop
115,115,39.43515987441199,14.493451003924696,hkerner@umd.edu,false,2023-10-23 15:53,94.1 secs,Planet Monthly Mosaics,,POINT(39.43515987441199 14.493451003924696),115,Non-crop,Non-crop
116,116,38.49021437509665,14.129719662623524,hkerner@umd.edu,false,2023-10-23 15:57,240.9 secs,Planet Monthly Mosaics,,POINT(38.49021437509665 14.129719662623524),116,Non-crop,Non-crop
117,117,39.21182633337823,14.19306955886493,hkerner@umd.edu,false,2023-10-23 16:00,185.0 secs,Planet Monthly Mosaics,,POINT(39.21182633337823 14.19306955886493),117,Non-crop,Non-crop
118,118,39.76371272418216,13.990404160408351,hkerner@umd.edu,false,2023-10-23 16:01,103.6 secs,Planet Monthly Mosaics,,POINT(39.76371272418216 13.990404160408351),118,Non-crop,Non-crop
119,119,37.91019891479211,13.712865041206248,hkerner@umd.edu,false,2023-10-23 16:02,36.1 secs,Planet Monthly Mosaics,,POINT(37.91019891479211 13.712865041206248),119,Non-crop,Non-crop
120,120,38.65704103704734,13.595598902810966,hkerner@umd.edu,false,2023-10-23 16:04,141.8 secs,Planet Monthly Mosaics,,POINT(38.65704103704734 13.595598902810966),120,Non-crop,Non-crop
121,121,38.45847005836206,14.117335863517788,hkerner@umd.edu,false,2023-10-24 02:41,104.1 secs,Planet Monthly Mosaics,,POINT(38.45847005836206 14.117335863517788),121,Crop,Crop
122,122,39.11099553881388,13.747847020216925,hkerner@umd.edu,false,2023-10-24 02:43,118.4 secs,Planet Monthly Mosaics,,POINT(39.11099553881388 13.747847020216925),122,Crop,Non-crop
123,123,37.34260224848397,13.608390784574869,hkerner@umd.edu,false,2023-10-24 02:43,49.8 secs,Google Satellite Layer,,POINT(37.34260224848397 13.608390784574869),123,Non-crop,Non-crop
124,124,39.016224287170786,14.231790430796304,hkerner@umd.edu,false,2023-10-25 03:39,89738.0 secs,Google Satellite Layer,,POINT(39.016224287170786 14.231790430796304),124,Non-crop,Non-crop
125,125,39.679968748464525,13.485403695212778,hkerner@umd.edu,false,2023-10-25 03:42,169.0 secs,Planet Monthly Mosaics,,POINT(39.679968748464525 13.485403695212778),125,Crop,Crop
126,126,39.600733778531676,14.184170860718986,hkerner@umd.edu,false,2023-10-25 03:43,92.2 secs,Planet Monthly Mosaics,,POINT(39.600733778531676 14.184170860718986),126,Non-crop,Crop
127,127,36.66750205553922,13.468672573783266,hkerner@umd.edu,false,2023-10-25 03:45,28.2 secs,Planet Monthly Mosaics,,POINT(36.66750205553922 13.468672573783266),127,Non-crop,Non-crop
128,128,39.594795071395595,12.778332872824006,hkerner@umd.edu,false,2023-10-25 03:46,62.3 secs,Planet Monthly Mosaics,,POINT(39.594795071395595 12.778332872824006),128,Non-crop,Non-crop
129,129,37.83414675412642,14.522406701473498,hkerner@umd.edu,false,2023-10-25 03:48,60.9 secs,Planet Monthly Mosaics,,POINT(37.83414675412642 14.522406701473498),129,Non-crop,Non-crop
130,130,38.57481912351751,14.180914278901541,hkerner@umd.edu,false,2023-10-25 03:49,116.2 secs,Planet Monthly Mosaics,,POINT(38.57481912351751 14.180914278901541),130,Crop,Crop
131,131,39.51871169447551,13.006022841672559,hkerner@umd.edu,false,2023-10-25 03:51,69.6 secs,Planet Monthly Mosaics,,POINT(39.51871169447551 13.006022841672559),131,Crop,Crop
132,132,37.3013746343355,13.612363968604088,hkerner@umd.edu,false,2023-10-25 03:52,76.0 secs,Planet Monthly Mosaics,,POINT(37.3013746343355 13.612363968604088),132,Non-crop,Non-crop
133,133,39.28825101352259,12.400763438126933,hkerner@umd.edu,false,2023-10-25 03:54,125.6 secs,Planet Monthly Mosaics,,POINT(39.28825101352259 12.400763438126933),133,Crop,Crop
134,134,39.250149406077526,13.341692080892825,hkerner@umd.edu,false,2023-10-25 03:57,197.7 secs,Planet Monthly Mosaics,,POINT(39.250149406077526 13.341692080892825),134,Non-crop,Non-crop
135,135,39.38016324785012,14.069714984502033,hkerner@umd.edu,false,2023-10-25 03:59,94.7 secs,Planet Monthly Mosaics,,POINT(39.38016324785012 14.069714984502033),135,Crop,Crop
136,136,37.15667430419879,13.994081132224212,hkerner@umd.edu,false,2023-10-25 04:01,136.2 secs,Planet Monthly Mosaics,,POINT(37.15667430419879 13.994081132224212),136,Non-crop,Non-crop
137,137,37.09622976144798,13.78887610544864,hkerner@umd.edu,false,2023-10-25 04:02,51.1 secs,Planet Monthly Mosaics,,POINT(37.09622976144798 13.78887610544864),137,Non-crop,Non-crop
138,138,37.611669208772334,13.910397765242173,hkerner@umd.edu,false,2023-10-25 04:04,100.6 secs,Planet Monthly Mosaics,,POINT(37.611669208772334 13.910397765242173),138,Non-crop,Non-crop
139,139,36.64593738287961,13.935835277609176,hkerner@umd.edu,false,2023-10-25 04:05,91.6 secs,Planet Monthly Mosaics,,POINT(36.64593738287961 13.935835277609176),139,Non-crop,Non-crop
