latitude,longitude,subset,is_crop
20.83224585,-156.3540659,training,0
20.82604747,-156.34014202,training,0
20.82586781,-156.33978269,training,0
20.82119657,-156.34014202,training,0
20.82056775,-156.33690808,training,0
20.81966944,-156.33888438,training,0
20.81688466,-156.35280826,training,1
20.81634567,-156.35235911,training,1
20.81589651,-156.3477777,training,0
20.81365072,-156.34571157,training,0
20.81347106,-156.35307776,training,0
20.81284224,-156.35307776,training,0
20.80996763,-156.35765917,training,0
20.8096083,-156.35729984,training,0
20.80942864,-156.35721001,training,0
20.80915915,-156.35694051,training,0
20.80870999,-156.35873714,training,0
20.80754218,-156.36062361,training,1
20.80709302,-156.36170158,training,0
20.80709302,-156.36044394,training,1
20.8067337,-156.35972529,training,1
20.80628454,-156.3611626,training,0
20.80601504,-156.36322872,training,0
20.80556589,-156.36125243,training,0
20.80251161,-156.36107276,training,0
20.80251161,-156.35972529,training,0
20.80152347,-156.35900664,training,0
20.799637,-156.36340838,training,1
20.79855903,-156.36520501,training,1
20.79451661,-156.36385754,training,1
20.79433694,-156.36277956,training,1
20.79406745,-156.36277956,training,1
20.87671246,-156.5415443,training,0
20.8745565,-156.53705273,training,0
20.54523412,-156.56822427,training,0
20.53939507,-156.56930225,training,0
20.53166956,-156.56894292,training,0
20.52726781,-156.56840393,training,0
20.58035824,-156.56804461,training,0
20.58008875,-156.56139707,training,0
20.57577684,-156.56292421,training,0
20.57559717,-156.55052746,training,0
20.57550734,-156.56723612,training,0
20.57407004,-156.55034779,training,0
20.57263273,-156.55483937,training,0
20.56023598,-156.56040893,training,0
20.55304946,-156.55924112,training,0
20.5528698,-156.5666073,training,0
20.54523412,-156.58008203,training,0
20.54307816,-156.62724358,training,0
20.53867641,-156.59014316,training,0
20.53580181,-156.63407078,training,0
20.53328652,-156.58816687,training,0
20.53220854,-156.57424298,training,0
20.53166956,-156.57361416,training,0
20.5292441,-156.58385495,training,0
20.52457286,-156.57154804,training,0
20.52106943,-156.60280941,training,0
20.51945247,-156.59490423,training,0
20.51630836,-156.59220929,training,0
20.51558971,-156.60972643,training,0
20.51532022,-156.60846879,training,0
20.5146914,-156.59104148,training,0
20.50849302,-156.58708889,training,0
20.96097443,-156.53660357,training,0
20.96016595,-156.53956801,training,0
20.95926763,-156.53795104,training,0
20.95827948,-156.54612571,training,0
20.95809982,-156.54989864,training,0
20.59796522,-156.5899635,training,0
20.59185668,-156.57442264,training,0
20.58305319,-156.57981254,training,0
20.58134639,-156.59176013,training,0
20.58089723,-156.5782854,training,0
20.57775313,-156.58663973,training,0
20.57380054,-156.58448378,training,0
20.57056661,-156.63604707,training,0
20.54694091,-156.63344196,training,0
21.189955,-157.2153706,training,0
21.18366679,-157.19273305,training,0
21.181421,-157.21213666,training,0
21.18043285,-157.20261452,training,0
21.1782769,-157.20432132,training,0
21.17234802,-157.18833131,training,0
21.17055139,-157.13658835,training,0
21.17046155,-157.19479918,training,0
21.16911408,-157.21123835,training,0
21.16839543,-157.19336187,training,0
21.16758694,-157.13128829,training,0
21.16605981,-157.20333317,training,0
21.16507166,-157.1638073,training,0
21.16417335,-157.13919346,training,0
21.16372419,-157.18410923,training,0
21.16237672,-157.1407206,training,0
21.16192756,-157.13380357,training,0
21.16040042,-157.19785345,training,0
21.15896312,-157.14116976,training,0
21.15878345,-157.17072433,training,0
21.15842413,-157.17755153,training,0
21.15725632,-157.14278672,training,0
21.15456137,-157.17629388,training,0
21.15015963,-157.15141055,training,0
21.14746468,-157.16021404,training,0
21.14674603,-157.15194954,training,0
21.1466562,-157.15599196,training,0
21.14342226,-157.16695141,training,0
21.14054765,-157.15230887,training,0
21.1383917,-157.14646982,training,0
21.1381222,-157.13658835,training,0
21.13623574,-157.14961392,training,0
21.13614591,-157.19596699,training,0
21.13542726,-157.15518348,training,0
21.13372046,-157.14691897,training,0
21.1315645,-157.14494268,training,0
21.1298577,-157.14952409,training,0
21.12967804,-157.14646982,training,0
21.12851023,-157.13344425,training,0
21.12824074,-157.13802565,training,0
21.12752208,-157.13110863,training,0
21.1264441,-157.13631885,training,0
21.12554579,-157.19578733,training,0
21.12554579,-157.1404511,training,0
21.12482714,-157.18851097,training,0
21.12455764,-157.13326458,training,0
21.12428815,-157.1390138,training,0
21.12123388,-157.13434256,training,0
21.11799994,-157.13380357,training,0
21.11602365,-157.17054467,training,0
21.11476601,-157.16506494,training,0
21.11458634,-157.12580857,training,0
21.11404735,-157.12895267,training,0
21.11009477,-157.19488901,training,0
21.10955578,-157.15922589,training,0
21.10829814,-157.17853967,training,0
21.09967431,-157.16659208,training,0
21.09868616,-157.15805808,training,0
21.15393255,-157.09382854,training,0
21.15375289,-157.09706248,training,0
21.15078845,-157.09984725,training,0
21.14414092,-157.09364888,training,1
21.1432426,-157.08610303,training,0
21.14162563,-157.08439623,training,0
21.13803237,-157.09230141,training,1
21.13174416,-157.09589467,training,1
21.12042539,-157.10478799,training,0
21.10784898,-157.09948793,training,0
21.10596252,-157.10550664,training,0
21.10380656,-157.1008354,training,0
21.00364441,-156.58008203,training,0
21.00139862,-156.5768481,training,0
21.00085963,-156.58151933,training,0
20.99591889,-156.58053119,training,0
20.88991769,-156.95611681,training,0
20.88839055,-156.95548799,training,0
20.88156336,-156.93976747,training,0
20.87662262,-156.93680303,training,0
20.87554465,-156.93599455,training,0
20.86620217,-156.91012307,training,0
20.86611234,-156.91353666,training,0
20.86512419,-156.90122974,training,0
20.86449537,-156.90257722,training,0
20.86305806,-156.91497397,training,0
