latitude,longitude,subset,is_crop,crops_2020,island,acreage
20.91477605,-156.51149904,training,1.0,Taro,Maui,0.86163598
20.91393353,-156.51275145,training,1.0,Taro,Maui,0.44191101
20.90034291,-156.50717359,training,1.0,Diversified Crop,Maui,1.57780004
20.90069172,-156.50561491,training,1.0,Banana,Maui,0.847049
20.90141475,-156.5077017,training,0.0,Flowers / Foliage / Landscape,Maui,2.02866006
20.90171091,-156.50720059,training,1.0,Diversified Crop,Maui,0.75441998
20.90189741,-156.50538146,training,1.0,Banana,Maui,2.13268995
20.90321331,-156.50461726,training,1.0,Diversified Crop,Maui,2.04104996
20.90119626,-156.50363718,training,1.0,Diversified Crop,Maui,0.76633501
20.89915348,-156.50886802,training,1.0,Diversified Crop,Maui,1.36213005
20.89975681,-156.50674077,training,1.0,Diversified Crop,Maui,1.94814003
20.89938617,-156.5038218,training,1.0,Diversified Crop,Maui,1.67706001
20.89680221,-156.51283329,training,1.0,Diversified Crop,Maui,1.02907002
20.89506752,-156.51133481,training,1.0,Diversified Crop,Maui,0.94594902
20.89359405,-156.51440325,training,1.0,Diversified Crop,Maui,1.36789
20.89938318,-156.49677454,training,1.0,Diversified Crop,Maui,44.9734993
20.87155887,-156.66234518,training,1.0,Tropical Fruits,Maui,27.08090019
20.86646444,-156.64516967,training,1.0,Taro,Maui,0.217098
20.86384389,-156.65120117,training,1.0,Tropical Fruits,Maui,2.29885006
20.85170703,-156.65304604,training,0.0,Pasture,Maui,465.7210083
20.84771918,-156.64337318,training,0.0,Flowers / Foliage / Landscape,Maui,12.56610012
20.84300903,-156.6441239,training,1.0,Diversified Crop,Maui,1.28074002
20.8419437,-156.64767316,training,0.0,Flowers / Foliage / Landscape,Maui,1.86401999
20.82125152,-156.62887825,training,1.0,Banana,Maui,3.23158002
20.82081864,-156.61607498,training,1.0,Diversified Crop,Maui,16.055400849999998
20.80521788,-156.59403604,training,0.0,Flowers / Foliage / Landscape,Maui,13.59449959
20.85479622,-156.50799206,training,1.0,Taro,Maui,0.81826699
20.85428163,-156.50842465,training,1.0,Taro,Maui,0.126305
20.8500735,-156.50899611,training,1.0,Diversified Crop,Maui,72.68520355
20.84936951,-156.5055656,training,1.0,Diversified Crop,Maui,10.70870018
20.85289852,-156.50911217,training,1.0,Diversified Crop,Maui,1.77444005
20.8538028,-156.51028764,training,1.0,Diversified Crop,Maui,1.35659003
20.92075228,-156.50178775,training,1.0,Diversified Crop,Maui,5.14061022
20.91927989,-156.50749031,training,1.0,Diversified Crop,Maui,30.30480003
20.80918366,-156.35183842,training,1.0,Diversified Crop,Maui,13.04290009
20.79995299,-156.34874541,training,1.0,Diversified Crop,Maui,57.5929985
20.8073629,-156.34553641,training,1.0,Diversified Crop,Maui,28.56170082
20.9335156,-156.33910572,training,1.0,Taro,Maui,0.12469
20.93128693,-156.33611507,training,1.0,Tropical Fruits,Maui,1.08878005
20.91873994,-156.32616192,training,0.0,Pasture,Maui,32.28170013
20.90159761,-156.31874132,training,0.0,Pasture,Maui,39.2215004
20.87342094,-156.33718005,training,0.0,Flowers / Foliage / Landscape,Maui,0.86723399
20.86110041,-156.3316274,training,1.0,Pineapple,Maui,959.24902344
20.85207548,-156.32660345,training,1.0,Diversified Crop,Maui,2.01829004
20.86869367,-156.31748505,training,1.0,Diversified Crop,Maui,2.73787999
20.86826897,-156.31494339,training,1.0,Tropical Fruits,Maui,1.28824997
20.9123207,-156.3094614,training,0.0,Pasture,Maui,52.17409897
20.9254193,-156.31119939,training,0.0,Flowers / Foliage / Landscape,Maui,1.91834998
20.92887885,-156.31113447,training,0.0,Flowers / Foliage / Landscape,Maui,12.4612999
20.92895732,-156.31952111,training,0.0,Pasture,Maui,2.11615992
20.93110725,-156.31772316,training,0.0,Flowers / Foliage / Landscape,Maui,1.33352005
20.93693323,-156.32592037,training,0.0,Pasture,Maui,418.98001099
20.94292841,-156.32736527,training,1.0,Taro,Maui,1.14437997
20.9344532,-156.30708388,training,0.0,Pasture,Maui,456.42999268
20.93179953,-156.31007443,training,1.0,Diversified Crop,Maui,3.70931005
20.9221228,-156.29652752,training,0.0,Pasture,Maui,23.5114994
20.92599322,-156.2909192,training,0.0,Pasture,Maui,75.20539855999999
20.92171714,-156.29192121,training,0.0,Pasture,Maui,7.836689949999999
20.91960462,-156.28160754,training,0.0,Pasture,Maui,171.37899779999998
20.91065093,-156.28610856,training,1.0,Banana,Maui,4.61639977
20.9080287,-156.28611831,training,1.0,Diversified Crop,Maui,1.61269999
20.90677252,-156.28677889,training,0.0,Pasture,Maui,22.99069977
20.91118734,-156.27666366,training,0.0,Pasture,Maui,44.30419922
20.90215642,-156.2753872,training,0.0,Pasture,Maui,148.95199585
20.90362914,-156.27074443,training,0.0,Pasture,Maui,2.66591001
20.9126895,-156.23234599,training,0.0,Pasture,Maui,3215.42993164
20.90951579,-156.22003116,training,1.0,Diversified Crop,Maui,0.94781601
20.90887751,-156.22013362,training,1.0,Diversified Crop,Maui,0.33043101
20.90480851,-156.25077834,training,0.0,Pasture,Maui,888.1840209999999
20.88999709,-156.21684314,training,0.0,Pasture,Maui,82.53949738
20.86788871,-156.28792722,training,0.0,Pasture,Maui,3383.18994141
20.884652,-156.31644674,training,0.0,Pasture,Maui,25.76959991
20.88347165,-156.30736613,training,0.0,Pasture,Maui,328.92700195000003
20.90013273,-156.29264728,training,1.0,Diversified Crop,Maui,62.25680161
20.9016608,-156.29508636,training,0.0,Pasture,Maui,26.84560013
20.89701443,-156.29935203,training,0.0,Pasture,Maui,310.26400757
20.83708155,-156.28960771,training,1.0,Diversified Crop,Maui,0.36994401
20.83576484,-156.28848304,training,1.0,Coffee,Maui,0.33149099
20.81710636,-156.28787063,training,1.0,Coffee,Maui,3.46355009
20.81546891,-156.28596939,training,1.0,Diversified Crop,Maui,4.32824993
20.83254485,-156.30068697,training,0.0,Flowers / Foliage / Landscape,Maui,12.34529972
20.83316884,-156.30980731,training,0.0,Pasture,Maui,1516.38000488
20.82251374,-156.29272097,training,0.0,Pasture,Maui,47.29410172
20.81092676,-156.40179911,training,1.0,Diversified Crop,Maui,362.44699097
20.81627185,-156.39916526,training,1.0,Diversified Crop,Maui,361.88299561
20.82805631,-156.4278964,training,1.0,Diversified Crop,Maui,273.85900879
20.83724806,-156.46571432,training,0.0,Pasture,Maui,179.10499572999998
20.8473681,-156.45297148,training,1.0,Tropical Fruits,Maui,243.78500366
20.85576122,-156.4575906,training,0.0,Pasture,Maui,284.48901367
20.85316655,-156.46820754,training,1.0,Diversified Crop,Maui,398.63500977
20.86798492,-156.42814652,training,1.0,Diversified Crop,Maui,139.14500427000002
20.82321981,-156.50374752,training,1.0,Diversified Crop,Maui,82.18569946
20.82719175,-156.50091794,training,1.0,Diversified Crop,Maui,156.04100037
20.83207628,-156.49949504,training,1.0,Diversified Crop,Maui,191.44200134
20.86258721,-156.14722607,training,1.0,Taro,Maui,0.23960701
20.86150604,-156.14567442,training,1.0,Taro,Maui,4.51889992
20.86171205,-156.14695594,training,1.0,Taro,Maui,1.97387004
20.85940071,-156.14638125,training,1.0,Taro,Maui,5.73402023
20.86333361,-156.14562461,training,0.0,Pasture,Maui,16.479900360000002
20.85269086,-156.1471481,training,0.0,Pasture,Maui,29.09760094
20.8548193,-156.14457643,training,0.0,Pasture,Maui,15.26229954
20.84769335,-156.13454311,training,1.0,Taro,Maui,0.855757
20.84845527,-156.13506618,training,1.0,Taro,Maui,0.31160301
20.84640251,-156.13189471,training,1.0,Taro,Maui,0.0497904
20.85145289,-156.13423431,training,0.0,Pasture,Maui,351.18099976
20.84514474,-156.13956915,training,1.0,Taro,Maui,1.08403003
20.84491529,-156.13607483,training,1.0,Taro,Maui,4.675169940000001
20.84303523,-156.13601413,training,1.0,Taro,Maui,2.15392995
20.84273727,-156.13342038,training,1.0,Taro,Maui,1.09415996
20.84338956,-156.13293621,training,1.0,Diversified Crop,Maui,3.38146996
20.84133747,-156.13769687,training,1.0,Taro,Maui,0.45863101
20.84137296,-156.13659673,training,1.0,Taro,Maui,0.81435299
20.84065876,-156.13437783,training,1.0,Taro,Maui,2.1719501
20.82665791,-156.0868403,training,0.0,Pasture,Maui,9.78474045
20.82201529,-156.08025948,training,0.0,Pasture,Maui,41.17210007
20.8170083,-156.08702758,training,0.0,Pasture,Maui,55.29029846
20.80307273,-156.06369079,training,0.0,Pasture,Maui,54.99319839
20.80119217,-156.03561412,training,1.0,Tropical Fruits,Maui,161.14199829
20.76307688,-155.99656238,training,1.0,Diversified Crop,Maui,7.509739880000001
20.76007633,-155.99106784,training,0.0,Pasture,Maui,15.7510004
20.74326544,-155.99798108,training,0.0,Pasture,Maui,2014.43005371
20.73474304,-155.98845354,training,1.0,Diversified Crop,Maui,24.29540062
20.74322297,-155.98498604,training,0.0,Pasture,Maui,72.91600036999999
20.72279853,-155.99018654,training,0.0,Pasture,Maui,275.4039917
20.69602588,-156.00210824,training,1.0,Banana,Maui,0.35547
20.68816964,-156.0185662,training,0.0,Pasture,Maui,91.87680054
20.6853223,-156.01623065,training,0.0,Pasture,Maui,67.27749634
20.68331548,-156.02957253,training,1.0,Taro,Maui,0.22850201
20.66668991,-156.04946648,training,1.0,Taro,Maui,0.43001801
20.66053289,-156.05213904,training,1.0,Banana,Maui,3.09134007
20.66109203,-156.05172275,training,1.0,Banana,Maui,0.35689399
20.66180239,-156.05608032,training,1.0,Banana,Maui,4.40172005
20.66037886,-156.05447971,training,1.0,Banana,Maui,8.14266968
20.65941041,-156.05327723,training,1.0,Banana,Maui,0.17384399
20.65814533,-156.05427988,training,1.0,Banana,Maui,2.34976006
20.65753756,-156.0531281,training,1.0,Banana,Maui,2.90098
20.6586074,-156.05519841,training,1.0,Banana,Maui,0.17447101
20.66043996,-156.05952006,training,0.0,Pasture,Maui,422.07800293
20.65268821,-156.05423667,training,0.0,Pasture,Maui,83.53900146
20.65388121,-156.06043488,training,1.0,Diversified Crop,Maui,2.01075006
20.65734488,-156.07028722,training,0.0,Commercial Forestry,Maui,33.1637001
20.65194654,-156.06994181,training,1.0,Banana,Maui,1.96878004
20.65041455,-156.07035041,training,1.0,Banana,Maui,0.36978799
20.65529198,-156.06759024,training,0.0,Pasture,Maui,217.02999878
20.64903085,-156.06934631,training,0.0,Pasture,Maui,46.54430008
20.64919613,-156.14617507,training,0.0,Pasture,Maui,4825.95019531
20.62876033,-156.14327382,training,0.0,Pasture,Maui,1477.30004883
20.60287189,-156.29640604,training,0.0,Pasture,Maui,6166.04003906
20.68592185,-156.36889099,training,1.0,Diversified Crop,Maui,14.69239998
20.68665412,-156.36533085,training,1.0,Diversified Crop,Maui,2.0260601
20.64802441,-156.30774406,training,0.0,Pasture,Maui,31120.0
20.67106902,-156.40096046,training,1.0,Diversified Crop,Maui,28.71520042
20.7453722,-156.33676331,training,1.0,Diversified Crop,Maui,59.33869934
20.76672499,-156.3515409,training,1.0,Diversified Crop,Maui,3.38185
20.76310059,-156.35172721,training,1.0,Diversified Crop,Maui,2.63399005
20.76443989,-156.35137435,training,1.0,Diversified Crop,Maui,2.07374001
20.72185128,-156.34667669,training,0.0,Flowers / Foliage / Landscape,Maui,0.77812397
20.77181242,-156.34340586,training,1.0,Diversified Crop,Maui,162.11399841
20.76912597,-156.33139133,training,1.0,Diversified Crop,Maui,3.01338005
20.72046914,-156.39261849,training,0.0,Pasture,Maui,33298.3984375
20.71477937,-156.43707203,training,0.0,Pasture,Maui,3.38150001
20.73409323,-156.43158104,training,0.0,Seed Production,Maui,176.52999878
20.77137466,-156.44233322,training,0.0,Seed Production,Maui,14.69729996
20.77228239,-156.44495802,training,0.0,Seed Production,Maui,20.70470047
20.77386819,-156.44761924,training,1.0,Tropical Fruits,Maui,1.32729995
20.77199164,-156.44821346,training,1.0,Tropical Fruits,Maui,2.22201991
20.7139551,-156.34530046,training,0.0,Pasture,Maui,120.64700317
20.71961203,-156.33885348,training,1.0,Tropical Fruits,Maui,0.97075301
20.72051673,-156.3371776,training,0.0,Flowers / Foliage / Landscape,Maui,2.61759996
20.72248927,-156.33745444,training,1.0,Diversified Crop,Maui,0.70380098
20.72205614,-156.33163965,training,1.0,Diversified Crop,Maui,3.51817989
20.72338988,-156.33032815,training,1.0,Diversified Crop,Maui,11.8277998
20.72592509,-156.33317905,training,1.0,Diversified Crop,Maui,3.05256009
20.7258464,-156.33604781,training,1.0,Diversified Crop,Maui,5.68817997
20.72461835,-156.33784361,training,1.0,Diversified Crop,Maui,4.08502007
20.72950608,-156.32444862,training,0.0,Pasture,Maui,489.75299072
20.72248397,-156.33363684,training,0.0,Pasture,Maui,5.288799760000001
20.757732,-156.34567227,training,0.0,Flowers / Foliage / Landscape,Maui,1.83647001
20.75585274,-156.34769151,training,1.0,Diversified Crop,Maui,1.93077004
20.75454146,-156.33611958,training,1.0,Diversified Crop,Maui,0.958323
20.75384882,-156.33663763,training,1.0,Diversified Crop,Maui,2.78104997
20.75512616,-156.33664586,training,1.0,Diversified Crop,Maui,0.57685602
20.751264,-156.33223252,training,1.0,Banana,Maui,0.13471
20.73414187,-156.32418665,training,1.0,Diversified Crop,Maui,6.27449989
20.73755701,-156.32310489,training,1.0,Diversified Crop,Maui,2.32255006
20.73789447,-156.32158646,training,1.0,Diversified Crop,Maui,7.379189970000001
20.73494104,-156.33076785,training,1.0,Coffee,Maui,8.54726982
20.73692448,-156.32558863,training,1.0,Diversified Crop,Maui,7.91897011
20.73504133,-156.32536136,training,1.0,Tropical Fruits,Maui,8.01772022
20.73323576,-156.31963919,training,1.0,Diversified Crop,Maui,12.72659969
20.74065501,-156.32301739,training,1.0,Diversified Crop,Maui,5.87009001
20.73962979,-156.33362764,training,1.0,Diversified Crop,Maui,2.41602993
20.73852183,-156.33260288,training,0.0,Commercial Forestry,Maui,3.24642992
20.74029158,-156.33200204,training,1.0,Macadamia Nuts,Maui,1.76505005
20.74270747,-156.32332839,training,1.0,Diversified Crop,Maui,1.51487005
20.73959722,-156.32057349,training,0.0,Pasture,Maui,5.35602999
20.73972203,-156.31672382,training,1.0,Tropical Fruits,Maui,1.35186005
20.74768793,-156.31883955,training,0.0,Flowers / Foliage / Landscape,Maui,5.97378016
20.74728653,-156.31242664,training,0.0,Flowers / Foliage / Landscape,Maui,3.17948008
20.74798536,-156.31513752,training,1.0,Diversified Crop,Maui,0.53156197
20.75012107,-156.30949012,training,1.0,Diversified Crop,Maui,5.45000982
20.75082488,-156.31519927,training,1.0,Diversified Crop,Maui,1.22049999
20.75114058,-156.31297334,training,1.0,Diversified Crop,Maui,5.12053013
20.75355443,-156.31347094,training,1.0,Tropical Fruits,Maui,1.14418006
20.75414005,-156.31131217,training,0.0,Flowers / Foliage / Landscape,Maui,2.06860995
20.75426696,-156.31203805,training,0.0,Flowers / Foliage / Landscape,Maui,1.40210998
20.75561708,-156.31606974,training,1.0,Tropical Fruits,Maui,0.47565201
20.75597849,-156.31881514,training,1.0,Diversified Crop,Maui,3.10765004
20.75659121,-156.3203166,training,0.0,Flowers / Foliage / Landscape,Maui,4.75357008
20.75709284,-156.32139209,training,0.0,Flowers / Foliage / Landscape,Maui,1.87207997
20.75752187,-156.32003687,training,0.0,Flowers / Foliage / Landscape,Maui,1.87706995
20.75793069,-156.3207937,training,0.0,Flowers / Foliage / Landscape,Maui,0.60584098
