latitude,longitude,subset,is_crop
21.5452279,-158.21206832,validation,0.0
19.82583649,-155.66575188,training,0.0
22.1527161,-159.51892012,training,0.0
20.18408009,-155.74074571,testing,0.0
21.47172645,-158.12491696,validation,0.0
19.81364114,-155.35846535,validation,0.0
19.37469035,-155.77795221,testing,0.0
19.19719724,-155.54417264,testing,0.0
20.10423879,-155.58011687,training,0.0
19.71185543,-155.09105769,testing,0.0
19.68811889,-156.00924059,testing,0.0
20.23362561,-155.86719736,training,1.0
21.32657374,-157.74427797,testing,0.0
22.13603331,-159.32150249,testing,0.0
19.86179888,-155.387806,validation,0.0
19.58826961,-155.46758567,training,0.0
19.60225373,-155.62753666,testing,0.0
20.17639969,-155.67949104,training,0.0
19.20476412,-155.41752761,training,0.0
19.38555202,-155.33513036,testing,0.0
21.44595592,-158.14538829,training,0.0
20.8784472,-156.53263611,validation,0.0
19.79446693,-155.37659273,training,0.0
21.66982086,-157.97296971,training,0.0
19.37333492,-155.01532132,validation,0.0
19.16842285,-155.55122386,testing,1.0
19.73407456,-156.00779581,training,0.0
20.80898618,-156.06700652,validation,0.0
20.79453167,-156.5290899,testing,0.0
19.84112053,-155.64018659,testing,1.0
19.44636009,-155.32081585,validation,0.0
20.7944921,-156.54508236,training,0.0
20.87744851,-156.24765321,testing,0.0
20.19546396,-155.79362496,validation,0.0
19.55157482,-155.26957855,testing,0.0
19.63643886,-155.9209982,training,0.0
19.21466841,-155.79887637,testing,0.0
19.74535453,-155.79618525,training,0.0
19.67131508,-155.01622293,validation,1.0
22.02692832,-159.49935385,training,0.0
19.3377584,-155.60452496,testing,0.0
19.06103586,-155.58271011,validation,0.0
20.06691292,-155.81227491,testing,0.0
21.39727579,-157.99108946,training,0.0
19.26520844,-155.55939046,training,0.0
20.67504607,-156.15655479,testing,0.0
20.90537597,-156.57255138,training,0.0
19.5099358,-155.53398171,training,0.0
20.06493412,-155.59692703,validation,1.0
19.33887463,-154.99871363,validation,0.0
19.77595368,-155.53542957,testing,0.0
19.75750396,-155.58555398,testing,0.0
19.52033339,-155.7168035,training,0.0
19.53693962,-154.93025124,training,0.0
21.79600618,-160.19421965,validation,0.0
19.81822228,-155.75847202,validation,0.0
19.57272678,-155.46595143,training,0.0
19.34218503,-155.36758418,training,0.0
19.52713779,-155.70593173,training,0.0
19.4253009,-155.5491224,training,0.0
20.89970541,-156.61815757,training,0.0
19.72137234,-155.77785279,testing,0.0
22.17529874,-159.33915585,testing,0.0
20.70030751,-156.43404651,training,0.0
19.45399616,-155.20991068,testing,0.0
19.75594991,-155.43130932,training,0.0
21.52996002,-158.16335214,testing,0.0
19.57943726,-155.73894549,testing,0.0
19.23230723,-155.6492631,validation,0.0
21.57240589,-158.21800671,training,0.0
19.65290072,-155.43396084,testing,0.0
19.56540393,-155.16383901,training,0.0
21.10246274,-157.2740971,testing,0.0
19.32715564,-155.72440677,validation,0.0
21.11261432,-156.75499618,training,0.0
19.83087244,-155.29986372,training,0.0
19.60253429,-154.94455783,training,0.0
19.75553167,-155.61891566,training,0.0
20.81427855,-156.82345044,testing,0.0
20.98966488,-156.65059392,testing,0.0
21.28665219,-157.76458992,testing,0.0
19.91292914,-155.60054841,training,0.0
19.3783886,-155.00999906,validation,0.0
19.45990644,-155.85811829,training,0.0
19.08467646,-155.64385948,training,0.0
20.71555028,-156.38827395,training,0.0
19.8172937,-155.60686925,validation,0.0
19.51398628,-155.78702465,validation,0.0
20.01007638,-155.6415413,validation,1.0
19.75358753,-156.02969193,testing,0.0
20.03398223,-155.34525325,training,0.0
20.73717394,-156.15434662,testing,0.0
20.93807959,-156.57825585,testing,0.0
19.70738871,-155.24985991,testing,0.0
20.60171356,-156.30489188,training,0.0
19.19975048,-155.55863649,training,0.0
19.91900647,-155.84660153,training,0.0
19.5314616,-155.45953107,validation,0.0
20.84041504,-156.2497795,testing,0.0
19.39572785,-155.70579138,training,0.0
19.37819744,-155.46604784,validation,0.0
19.68149458,-155.74864071,training,0.0
19.40641568,-155.05093791,training,0.0
21.32450466,-157.90672189,training,0.0
20.88921283,-156.21905809,testing,0.0
19.77525537,-155.30752379,training,0.0
20.61534464,-156.31535155,validation,0.0
21.36607743,-157.99144011,testing,0.0
20.88542844,-156.66743829,validation,0.0
19.39513175,-155.19143113,training,0.0
19.28146744,-155.81892873,training,0.0
19.31117935,-155.56560029,testing,0.0
21.8627114,-160.17804825,training,0.0
19.2107389,-155.8565377,training,0.0
21.50084864,-157.97907336,testing,0.0
22.14767766,-159.69226725,training,0.0
20.11778196,-155.76007566,training,0.0
19.24953411,-155.31292324,training,0.0
21.21890982,-157.23767038,training,0.0
19.64167863,-155.97045303,validation,0.0
20.65376441,-156.33019219,testing,0.0
20.90477899,-156.39570427,training,1.0
19.60143346,-155.49303126,training,0.0
21.35356808,-157.90049818,training,0.0
21.90017912,-159.54530134,training,0.0
21.94802706,-159.56940073,validation,0.0
19.13389122,-155.81274894,validation,0.0
21.14661977,-156.84860067,training,0.0
19.81223558,-155.67140291,training,0.0
21.37608147,-157.78280608,training,0.0
19.03090983,-155.78017934,training,0.0
19.09200469,-155.63208801,validation,0.0
22.11086865,-159.56047892,validation,0.0
19.7642595,-155.3152602,validation,0.0
20.70233803,-156.19879799,testing,0.0
21.56957535,-157.89199697,validation,0.0
19.7309397,-155.31111711,testing,0.0
22.06684705,-159.77769584,validation,0.0
21.17822283,-157.16454812,testing,0.0
19.81300547,-155.56742888,testing,0.0
19.1193624,-155.72285407,training,0.0
20.76256599,-156.42773,validation,0.0
19.73232435,-155.71116752,testing,0.0
19.54952238,-155.25570592,validation,0.0
20.09269479,-155.75834059,training,0.0
22.04807642,-159.43005157,testing,0.0
19.31637594,-155.77681288,training,0.0
19.97502595,-155.2715263,testing,0.0
19.22482285,-155.59758282,testing,0.0
22.22049636,-159.48395738,validation,0.0
20.82662626,-156.24712146,validation,0.0
19.9493538,-155.86447544,training,0.0
19.64222098,-155.31208763,training,0.0
20.64520716,-156.37367595,validation,0.0
21.28634582,-157.79385008,validation,0.0
21.64268824,-157.99432978,training,0.0
21.55456865,-158.20426506,testing,0.0
19.47163565,-155.70279109,validation,0.0
19.39333029,-155.39641953,testing,0.0
21.94762666,-159.51707572,testing,0.0
19.90011101,-155.40891006,training,0.0
22.00639942,-159.76621605,training,0.0
20.12041173,-155.7117413,training,0.0
21.11046709,-156.99220996,validation,0.0
21.3396332,-157.81793896,testing,0.0
19.32634557,-155.82565603,testing,0.0
19.41548804,-154.99805261,testing,0.0
19.6062272,-155.01918469,validation,0.0
19.44479427,-154.89765636,training,0.0
21.1428822,-156.86989554,training,0.0
19.50998042,-155.4836709,testing,0.0
19.79943409,-155.18679457,training,0.0
21.18887767,-157.19020579,training,0.0
20.85533355,-156.83098317,validation,0.0
21.96998141,-159.53146362,training,0.0
20.97907059,-156.52858823,validation,0.0
22.05129989,-159.74794536,testing,0.0
21.14796201,-157.26695443,validation,0.0
22.07364642,-159.74499737,training,0.0
20.51893249,-156.63700729,testing,0.0
19.08963135,-155.65500117,testing,0.0
19.81826381,-155.34881179,testing,0.0
19.5216878,-155.22915992,testing,0.0
21.61577557,-157.93451744,training,0.0
19.73005998,-155.24857643,training,0.0
19.45545197,-154.88537086,validation,0.0
20.52276505,-156.55559143,testing,0.0
19.5224173,-155.54890536,validation,0.0
19.30981926,-155.14034829,validation,0.0
19.15248015,-155.65359141,testing,0.0
19.23716561,-155.42571172,validation,0.0
21.60480635,-157.91237469,validation,0.0
21.63342859,-157.98249042,training,0.0
19.62718638,-155.49052468,training,0.0
20.0727302,-155.64643207,testing,0.0
19.16916271,-155.78443688,training,0.0
19.74474765,-155.59650815,validation,0.0
19.40430723,-155.77477203,training,0.0
19.62318287,-155.11503768,training,0.0
20.77233292,-156.97303467,testing,0.0
19.27897965,-155.58328439,testing,0.0
22.05857028,-159.51892834,training,0.0
19.92806265,-155.61644607,testing,0.0
21.93608248,-159.45569475,validation,0.0
20.89292926,-156.33035155,validation,1.0
20.79899878,-156.34703703,training,1.0
19.16599983,-155.70493743,validation,0.0
19.69239291,-155.48150606,validation,0.0
19.70201063,-155.76564342,training,0.0
19.35106644,-155.26372372,training,0.0
19.33635057,-155.43464796,testing,0.0
22.14256613,-159.40296056,testing,0.0
22.05650852,-159.52505925,testing,0.0
19.45158015,-155.54853645,testing,0.0
19.91940534,-155.81989624,testing,0.0
19.7132147,-155.05649938,training,0.0
20.02048578,-155.29677828,testing,0.0
19.40351576,-155.59385638,validation,0.0
20.63815653,-156.11473042,training,0.0
19.36568541,-155.40390113,testing,0.0
19.49271937,-154.81840912,training,0.0
19.5347748,-154.84318861,testing,0.0
19.37491933,-155.25284217,testing,0.0
19.35143643,-155.20495087,training,0.0
19.50325807,-155.6089048,training,0.0
19.7152957,-155.71729211,training,0.0
19.43042387,-155.51583294,training,0.0
20.79879296,-156.17371058,testing,0.0
20.17544305,-155.68762413,testing,0.0
19.43704754,-155.36550579,training,0.0
19.37906294,-155.52638377,training,0.0
19.6699728,-155.72780613,training,0.0
19.32507684,-155.49354659,validation,0.0
20.81661263,-156.97869424,training,0.0
21.361436,-157.77223944,validation,0.0
19.95911595,-155.39804611,training,0.0
21.96154169,-160.11438017,training,0.0
19.93987233,-155.87398915,validation,0.0
19.14290255,-155.67307999,training,0.0
19.8486272,-155.88908397,training,0.0
19.57301379,-155.90455873,testing,0.0
19.57615003,-155.11609461,training,1.0
21.11555486,-157.09278429,validation,0.0
19.30060139,-155.40885594,training,0.0
21.10457593,-156.85116298,validation,0.0
21.43601261,-157.81399924,training,0.0
20.74409911,-156.96525845,validation,0.0
19.31492822,-155.57681795,testing,0.0
21.89077068,-160.11407536,training,0.0
19.28892011,-155.68120955,testing,0.0
19.44929286,-155.39272873,validation,0.0
21.45201124,-158.05704565,training,1.0
19.4396394,-155.13536147,validation,0.0
22.00489804,-160.08899298,training,0.0
19.64411733,-155.33764249,validation,0.0
19.81103588,-155.29566577,testing,0.0
21.32122761,-158.02570372,validation,0.0
19.20080438,-155.82348657,training,0.0
21.53844349,-157.96847588,training,0.0
19.5203981,-155.90192269,training,0.0
19.30081449,-155.81255245,training,0.0
20.89647443,-157.05956665,testing,0.0
19.89698462,-155.89367771,validation,0.0
19.37126568,-155.54122002,testing,0.0
22.13791198,-159.56421105,validation,0.0
19.20025962,-155.69648463,validation,0.0
19.86356983,-155.26857512,training,0.0
19.75672447,-155.63533362,validation,0.0
20.8251984,-156.80958633,testing,0.0
19.80362605,-155.19174508,testing,0.0
20.67630275,-156.10131221,training,0.0
20.15268614,-155.69467888,training,0.0
19.91853723,-155.25463003,testing,0.0
19.00893701,-155.80322457,testing,0.0
20.98006831,-156.55533226,training,0.0
20.88945823,-156.60168665,testing,0.0
19.12205443,-155.65247103,training,0.0
19.262895,-155.86322391,training,0.0
20.02865593,-155.81185277,testing,0.0
21.54305551,-157.86870099,testing,0.0
20.72311524,-156.1588242,training,0.0
19.89022387,-155.63542141,validation,0.0
19.50599046,-155.31228153,training,0.0
20.03505496,-155.69718102,training,0.0
20.09123443,-155.68017458,training,0.0
20.04727944,-155.55166877,training,0.0
22.20991978,-159.5532162,validation,0.0
22.10929632,-159.67646871,testing,0.0
19.76945155,-155.93259762,training,0.0
20.90169788,-156.9610883,validation,0.0
19.29313801,-155.68657754,validation,0.0
19.27423347,-155.81903988,training,0.0
19.56673315,-155.2853161,testing,0.0
22.15572997,-159.33968447,validation,0.0
21.57335968,-157.98890671,testing,0.0
22.09070395,-159.45721223,validation,0.0
19.40889801,-155.31980043,testing,0.0
22.16240065,-159.46567681,testing,0.0
20.84039384,-156.84671663,testing,0.0
20.87846757,-156.63444733,training,0.0
19.6067474,-155.19892903,training,0.0
21.57986166,-158.24495466,validation,0.0
19.78340616,-156.00327452,training,0.0
20.04885442,-155.63997381,validation,0.0
19.8918094,-155.17379591,testing,0.0
19.51734593,-155.41440858,testing,0.0
20.0710077,-155.7340789,training,0.0
19.58157606,-155.75625335,testing,0.0
19.58103067,-155.36913473,training,0.0
21.44685593,-157.98201707,testing,0.0
19.97095039,-155.7611714,training,0.0
21.10284443,-157.20591384,testing,0.0
22.1166617,-159.41236161,validation,0.0
18.97684565,-155.74848706,training,0.0
20.04165554,-155.76441279,validation,0.0
19.59148735,-155.66083826,training,0.0
19.44332661,-155.33649965,training,0.0
19.4901143,-154.9856564,validation,0.0
19.61366073,-155.17950246,training,0.0
19.62186257,-155.59627465,validation,0.0
19.97548965,-155.38608154,training,0.0
19.71053862,-155.91744275,testing,0.0
20.16042413,-155.64739252,training,0.0
19.81972043,-155.28944714,training,0.0
20.79240893,-156.36233895,validation,0.0
19.48626074,-155.84982874,training,0.0
19.66893819,-155.40629021,testing,0.0
21.15149288,-156.83106355,testing,0.0
21.44084085,-158.12598713,validation,0.0
19.74565865,-155.98790373,validation,0.0
19.08508944,-155.58047337,validation,1.0
19.87767989,-155.23093999,testing,0.0
20.83565784,-156.49419239,training,0.0
19.64113682,-155.22901004,training,0.0
20.77542071,-156.40888669,training,0.0
20.72496491,-156.10672972,validation,0.0
19.82851565,-155.11160921,validation,0.0
22.00388752,-159.7603685,training,1.0
19.52242493,-155.34059766,training,0.0
21.15470459,-157.25497556,testing,0.0
21.98504188,-159.49139039,training,0.0
19.70381762,-155.32988099,training,0.0
19.31717927,-155.50769867,training,0.0
20.7644841,-156.33815392,training,1.0
20.80201141,-156.31773412,training,0.0
21.55961305,-157.89469462,validation,0.0
19.39459304,-155.81517861,training,0.0
19.27588674,-155.24069078,testing,0.0
19.3932247,-155.73333175,testing,0.0
19.57685027,-155.32032007,validation,0.0
19.2135171,-155.41764469,training,0.0
19.72668993,-155.2215744,training,0.0
19.29881882,-155.539615,testing,0.0
19.33083214,-155.44671426,validation,0.0
19.00824076,-155.5911462,validation,0.0
20.79353824,-156.00072626,training,0.0
19.31756453,-155.08109332,training,0.0
19.23280571,-155.34138894,training,0.0
19.81839306,-155.49873916,validation,0.0
21.07534803,-156.93845614,validation,0.0
19.20753475,-155.75337473,testing,0.0
19.51923147,-155.80766399,training,0.0
20.99640204,-156.54264242,training,0.0
19.96441002,-155.79474619,training,0.0
19.55337268,-155.67672374,training,0.0
19.86493333,-155.92734658,validation,0.0
19.60358741,-155.03630004,training,1.0
18.99477534,-155.62545102,training,0.0
19.57736674,-155.52402036,training,0.0
19.76236274,-155.9845477,testing,0.0
19.90413341,-155.43206656,validation,0.0
19.28124986,-155.53027254,testing,0.0
22.02109528,-159.37174128,training,1.0
19.17195417,-155.69407174,training,0.0
19.65683195,-155.71527174,testing,0.0
19.95210671,-155.26117414,training,0.0
21.96816338,-160.08190996,training,0.0
19.90458496,-155.7335892,validation,0.0
19.96127054,-155.34929857,testing,0.0
22.11311515,-159.67024792,validation,0.0
19.39253581,-155.03704637,training,0.0
21.35093016,-158.03819044,validation,0.0
19.65026334,-155.1754799,training,0.0
19.96965882,-155.28612912,validation,0.0
19.52940052,-155.9489328,validation,0.0
20.67364902,-156.27885347,training,0.0
20.80406135,-156.91241716,validation,1.0
20.00529682,-155.47074573,testing,0.0
19.28346133,-155.56720465,testing,0.0
21.16143087,-156.88888105,training,0.0
19.22137618,-155.75139703,training,0.0
20.79393624,-156.243034,training,0.0
21.19114194,-157.16983986,testing,0.0
19.70072401,-155.90517557,testing,0.0
19.59249187,-155.54538064,validation,0.0
19.42635657,-155.76895834,validation,0.0
19.63761623,-155.85487498,training,0.0
19.79547309,-155.97478872,validation,0.0
19.32053364,-155.38573457,validation,0.0
21.06223782,-156.92095386,training,0.0
19.51233029,-155.33503289,validation,0.0
20.85737884,-156.47194266,training,1.0
19.76637512,-155.79794921,training,0.0
21.49966628,-158.15390779,training,0.0
19.84508749,-155.30759222,testing,0.0
20.83951368,-156.34893152,training,0.0
20.92694167,-156.32861625,validation,0.0
21.16134598,-156.9046779,testing,0.0
19.6458602,-155.06850082,training,0.0
20.93263117,-156.26619768,validation,0.0
22.12842692,-159.4271299,validation,0.0
20.04435283,-155.46057878,training,0.0
19.61269094,-155.09994276,testing,0.0
19.66576561,-155.1636342,testing,0.0
19.2824292,-155.75251903,testing,0.0
19.66944071,-155.48107418,testing,0.0
21.12699365,-157.13513467,testing,0.0
19.9608754,-155.68222723,testing,0.0
22.14470411,-159.68617935,training,0.0
22.00001963,-159.51792058,testing,0.0
19.94101327,-155.45729093,training,0.0
19.01447946,-155.80676563,validation,0.0
19.65020677,-155.84755145,testing,0.0
19.8080356,-155.80904411,testing,0.0
19.69629109,-155.37096019,testing,0.0
19.30743294,-155.60363608,testing,0.0
21.97463235,-159.55045159,testing,0.0
19.46047524,-154.92956989,testing,0.0
20.7279276,-156.1877269,testing,0.0
19.57381281,-155.28572424,validation,0.0
19.12084488,-155.6011227,validation,0.0
19.53620236,-155.60975658,validation,0.0
19.92846412,-155.65981856,training,0.0
20.07067575,-155.49603344,testing,0.0
21.8903811,-159.51349104,training,1.0
20.96390561,-156.5933835,training,0.0
21.3758172,-158.00943327,testing,0.0
19.34550074,-155.71445598,training,0.0
22.08862726,-159.4125638,training,0.0
19.66823043,-155.91092827,testing,0.0
19.80856686,-155.1932293,testing,0.0
19.59466694,-155.33909078,training,0.0
19.8606048,-155.42286323,training,0.0
22.05736134,-159.44470275,testing,0.0
22.19845584,-159.36372126,testing,0.0
19.66046199,-155.71915994,validation,0.0
21.29920102,-157.74495564,validation,0.0
20.86086277,-156.17799253,training,0.0
19.1488474,-155.68893149,validation,0.0
19.46467733,-154.90457702,validation,0.0
21.54293918,-157.95360242,training,0.0
21.00144546,-156.64264163,testing,0.0
19.26228678,-155.75262815,testing,0.0
19.36745357,-155.87318238,training,0.0
20.08001153,-155.5207707,training,0.0
19.90764557,-155.7743729,validation,0.0
19.31251786,-155.43676705,validation,0.0
19.88511588,-155.2680045,testing,0.0
19.93238023,-155.31679412,validation,0.0
19.6824345,-156.00391313,testing,0.0
19.71206377,-155.48957708,testing,0.0
19.4685756,-154.95530941,validation,0.0
20.04214576,-155.35716489,testing,0.0
19.91462557,-155.14011536,testing,0.0
22.04956187,-159.68435248,validation,0.0
21.09576499,-157.24609546,testing,0.0
20.55341001,-156.56049415,training,0.0
19.93698095,-155.3448126,validation,0.0
20.81514033,-156.32976859,training,0.0
22.13576686,-159.39116898,training,0.0
21.48343484,-157.89413479,testing,0.0
19.42613793,-155.36131564,validation,0.0
21.9965152,-159.55016525,validation,0.0
19.80293123,-155.7200396,training,0.0
22.1360321,-159.4298674,validation,0.0
19.66825624,-155.94988729,testing,0.0
19.32033617,-155.88764289,testing,0.0
20.67323268,-156.24557103,validation,0.0
22.13689106,-159.3336896,training,0.0
19.67153896,-155.28458342,validation,0.0
19.03709028,-155.76437182,validation,0.0
20.69623479,-156.27620496,training,0.0
19.41206635,-155.2629072,training,0.0
20.74093804,-156.43674198,testing,0.0
21.64084382,-157.92827103,testing,0.0
19.42541022,-155.49362755,testing,0.0
19.89087105,-155.55704283,testing,0.0
21.09660107,-156.8035239,testing,0.0
21.11723345,-156.93903942,testing,0.0
19.22412656,-155.88660519,testing,0.0
21.97542531,-159.45706976,testing,0.0
21.18548556,-157.17179112,training,0.0
19.54175548,-155.74150278,testing,0.0
19.26913311,-155.63578426,validation,0.0
19.5936477,-155.38105336,validation,0.0
19.91465172,-155.40577285,training,0.0
20.01322501,-155.75981857,testing,0.0
19.43568932,-155.36715927,training,0.0
19.20851917,-155.86018579,training,0.0
20.0975538,-155.69889073,training,0.0
19.68454558,-155.91349546,testing,0.0
19.72216376,-155.05364405,testing,0.0
20.82116852,-156.82258378,training,0.0
19.72829816,-155.16433677,training,0.0
21.8857576,-159.47027508,validation,0.0
21.37016212,-157.91248059,validation,0.0
22.12170792,-159.4455071,testing,0.0
19.59355727,-155.11931939,training,0.0
19.73384644,-155.19265584,testing,0.0
19.51010066,-155.27600686,validation,0.0
19.52391014,-155.43743937,validation,0.0
19.41287341,-155.49373216,testing,0.0
19.91693221,-155.82427648,testing,0.0
19.92015518,-155.46514673,training,0.0
19.86487649,-155.13876717,testing,0.0
19.71335781,-155.99769434,validation,0.0
21.85181642,-160.19530858,testing,0.0
19.7378747,-155.46051765,validation,0.0
19.40212916,-155.54731326,validation,0.0
20.07613109,-155.70362311,testing,0.0
19.94448772,-155.82673774,validation,0.0
19.57639161,-155.70529755,testing,0.0
19.54860647,-155.10676501,testing,0.0
21.63238594,-158.00045773,training,0.0
19.27320825,-155.60939364,validation,0.0
19.78888021,-155.4988712,training,0.0
22.16609643,-159.63622411,testing,0.0
20.22678922,-155.73224526,training,0.0
19.87694354,-155.73479814,training,0.0
19.46406423,-155.3276443,validation,0.0
20.68837543,-156.05675105,validation,0.0
19.72066699,-155.30084454,validation,0.0
21.68119006,-158.02015944,validation,0.0
20.7824507,-156.31835195,training,0.0
19.55051489,-155.57463891,training,0.0
21.36668466,-158.01364627,training,0.0
19.49734215,-155.67308046,testing,0.0
21.48516589,-158.21101724,testing,0.0
19.79080515,-155.3137787,testing,0.0
19.28887016,-155.24834645,training,0.0
19.49612903,-155.29330246,validation,0.0
19.2529159,-155.31781457,training,0.0
21.80833723,-160.19723399,testing,0.0
19.56830464,-154.94562474,training,0.0
21.0849923,-157.0018218,testing,0.0
19.65594422,-155.3082141,testing,0.0
19.97208995,-155.58421561,testing,0.0
18.95629457,-155.66138158,training,0.0
19.99243446,-155.53015515,training,0.0
22.08610828,-159.60224289,validation,0.0
21.51441113,-157.91927972,validation,0.0
20.91918575,-157.00410631,training,0.0
19.05049022,-155.70373383,validation,0.0
19.61525342,-155.69082494,training,0.0
19.23875231,-155.60179854,validation,0.0
21.44096045,-157.83663524,validation,0.0
19.59384138,-155.516275,validation,0.0
21.29718388,-157.71402945,training,0.0
20.74520064,-156.1980698,validation,0.0
20.76382924,-156.10241128,testing,0.0
19.72058327,-155.58915013,validation,0.0
19.8466593,-155.22323661,validation,0.0
19.66525837,-155.0513388,training,0.0
19.58708724,-155.78062814,training,0.0
19.10308801,-155.80970612,testing,0.0
20.70887345,-156.17794966,training,0.0
19.92165587,-155.2310111,training,0.0
21.31308492,-157.9274446,validation,0.0
19.71431237,-155.94069008,testing,0.0
20.74033152,-156.06275685,training,0.0
19.04896454,-155.72015925,training,0.0
19.48413489,-155.88235526,validation,0.0
20.89705453,-156.94222167,training,0.0
19.71805808,-155.58366098,training,0.0
19.30370449,-155.74944152,testing,0.0
19.57646774,-155.21379595,validation,0.0
21.51678432,-157.87613616,testing,0.0
20.8745768,-156.50751005,training,0.0
20.82370106,-156.9662239,testing,0.0
